player_id,name,captain_count,captain_pct
2481,Hasić,229,22.9%
1319,Wszołek,215,21.5%
480,Nowak,166,16.6%
2431,Vinagre,131,13.1%
1507,Zjawiński,62,6.2%
2679,Mukairu,31,3.1%
2629,Faßbender,23,2.3%
2671,Czubak,21,2.1%
1987,Sánchez,16,1.6%
1521,Kapustka,16,1.6%
303,Stępiński,14,1.4%
1225,Grzesik,12,1.2%
1880,Szkurin,10,1.0%
2901,Christensen,8,0.8%
2490,Čurlinov,6,0.6%
951,Jędrych,5,0.5%
1092,Samiec-Talar,5,0.5%
2423,N&#039;Diaye,5,0.5%
1909,Adamski,4,0.4%
2477,Reguła,3,0.3%
1126,Piątkowski,3,0.3%
2000,Semedo,2,0.2%
2881,Rodado,2,0.2%
2805,Hindrich,2,0.2%
774,Bergier,2,0.2%
2588,Perković,2,0.2%
860,Długosz,1,0.1%
994,Klemenz,1,0.1%
2821,Szalai,1,0.1%
2424,Wolski,1,0.1%
2214,Kouloúris,1,0.1%
