player_id,name,position,in_squad_count,in_starting_count,captain_count,squad_pct,starting_pct,captain_pct
1327,Urbański,3,255,246,4,85.0%,82.0%,1.3%
480,Nowak,3,242,242,135,80.7%,80.7%,45.0%
1168,Makuch,4,238,202,1,79.3%,67.3%,0.3%
2431,Vinagre,2,210,146,0,70.0%,48.7%,0.0%
303,Stępiński,4,199,188,7,66.3%,62.7%,2.3%
2477,Reguła,3,187,179,3,62.3%,59.7%,1.0%
2498,Wålemark,3,154,150,22,51.3%,50.0%,7.3%
166,Janicki,,148,102,0,49.3%,34.0%,0.0%
951,Jędrych,2,147,144,1,49.0%,48.0%,0.3%
2940,García,2,135,133,3,45.0%,44.3%,1.0%
1880,Szkurin,4,134,133,16,44.7%,44.3%,5.3%
2163,Pięczek,,114,45,0,38.0%,15.0%,0.0%
2881,Rodado,4,106,106,78,35.3%,35.3%,26.0%
2895,Schulze,1,106,81,0,35.3%,27.0%,0.0%
2123,Gurgul,2,98,97,2,32.7%,32.3%,0.7%
1490,Trelowski,1,93,42,0,31.0%,14.0%,0.0%
1455,Ławniczak,2,92,83,0,30.7%,27.7%,0.0%
2629,Faßbender,,92,4,0,30.7%,1.3%,0.0%
2917,Sayyadmanesh,3,89,85,8,29.7%,28.3%,2.7%
1026,Lis,1,85,78,0,28.3%,26.0%,0.0%
860,Długosz,,75,60,3,25.0%,20.0%,1.0%
1319,Wszołek,,66,34,0,22.0%,11.3%,0.0%
2943,González,3,65,63,3,21.7%,21.0%,1.0%
1987,Sánchez,4,61,55,5,20.3%,18.3%,1.7%
1299,Carlos,,58,11,0,19.3%,3.7%,0.0%
2104,Sáček,2,57,19,0,19.0%,6.3%,0.0%
1725,Emreli,4,52,35,1,17.3%,11.7%,0.3%
2671,Czubak,4,50,48,2,16.7%,16.0%,0.7%
1464,Szmyt,3,42,28,1,14.0%,9.3%,0.3%
1225,Grzesik,,40,2,0,13.3%,0.7%,0.0%
2406,Chłań,3,38,33,1,12.7%,11.0%,0.3%
2939,Prelec,,36,20,0,12.0%,6.7%,0.0%
923,Augustyniak,,33,18,0,11.0%,6.0%,0.0%
1712,Pereira,2,32,32,0,10.7%,10.7%,0.0%
2832,Grelich,,31,0,0,10.3%,0.0%,0.0%
724,Alomerović,1,28,19,0,9.3%,6.3%,0.0%
2829,Urbański,,27,0,0,9.0%,0.0%,0.0%
1540,Wojtuszek,,27,7,0,9.0%,2.3%,0.0%
2805,Hindrich,,26,18,0,8.7%,6.0%,0.0%
2481,Hasić,3,26,22,0,8.7%,7.3%,0.0%
2880,Bozic,3,25,25,2,8.3%,8.3%,0.7%
1853,Racovițan,,24,1,0,8.0%,0.3%,0.0%
1529,Fornalczyk,3,23,22,1,7.7%,7.3%,0.3%
1400,Dziekoński,,22,15,0,7.3%,5.0%,0.0%
2491,Wojciechowski,,22,2,0,7.3%,0.7%,0.0%
2719,Sanca,3,21,21,1,7.0%,7.0%,0.3%
1192,Janža,,21,12,0,7.0%,4.0%,0.0%
2577,Ćorluka,2,20,9,0,6.7%,3.0%,0.0%
2968,Żulewski,,19,0,0,6.3%,0.0%,0.0%
2896,Kustra,,18,0,0,6.0%,0.0%,0.0%
2843,Żołneczko,,18,0,0,6.0%,0.0%,0.0%
2801,Drągowski,,18,14,0,6.0%,4.7%,0.0%
2250,Rychta,,17,0,0,5.7%,0.0%,0.0%
2597,Nowogoński,,17,1,0,5.7%,0.3%,0.0%
1925,Kobylak,1,17,9,0,5.7%,3.0%,0.0%
2901,Christensen,,16,4,0,5.3%,1.3%,0.0%
2286,Cojocaru,1,15,14,0,5.0%,4.7%,0.0%
2367,Mońka,2,14,13,0,4.7%,4.3%,0.0%
2950,Wadas,,14,0,0,4.7%,0.0%,0.0%
374,Uryga,2,12,11,0,4.0%,3.7%,0.0%
2679,Mukairu,3,12,9,0,4.0%,3.0%,0.0%
2996,Klint,,12,0,0,4.0%,0.0%,0.0%
2366,Golonka,,12,0,0,4.0%,0.0%,0.0%
2737,Bulat,,10,5,0,3.3%,1.7%,0.0%
2561,Mikielewicz,,9,0,0,3.0%,0.0%,0.0%
2717,Rodríguez,3,8,6,0,2.7%,2.0%,0.0%
3001,Lingr,3,8,6,0,2.7%,2.0%,0.0%
2706,Kukulski,,8,0,0,2.7%,0.0%,0.0%
2423,N&#039;Diaye,3,8,6,0,2.7%,2.0%,0.0%
1507,Zjawiński,,7,2,0,2.3%,0.7%,0.0%
2214,Kouloúris,4,7,7,0,2.3%,2.3%,0.0%
2976,Chrapusta,,7,0,0,2.3%,0.0%,0.0%
2053,Madejski,,6,2,0,2.0%,0.7%,0.0%
1719,Ameyaw,,6,4,0,2.0%,1.3%,0.0%
2958,Nowak,,6,0,0,2.0%,0.0%,0.0%
1770,Pieńko,,6,1,0,2.0%,0.3%,0.0%
1005,Fila,,6,1,0,2.0%,0.3%,0.0%
2225,Álvarez,3,6,6,0,2.0%,2.0%,0.0%
2592,Kilianek,,6,0,0,2.0%,0.0%,0.0%
681,Nalepa,2,6,4,0,2.0%,1.3%,0.0%
827,Grzybek,,6,1,0,2.0%,0.3%,0.0%
2007,Matys,,6,0,0,2.0%,0.0%,0.0%
2454,Resta,2,5,5,0,1.7%,1.7%,0.0%
1280,Michalski,,5,1,0,1.7%,0.3%,0.0%
765,Imaz,3,5,5,0,1.7%,1.7%,0.0%
1521,Kapustka,,5,0,0,1.7%,0.0%,0.0%
1386,Mosór,,5,3,0,1.7%,1.0%,0.0%
2387,Josema,,5,2,0,1.7%,0.7%,0.0%
2741,Peškovič,,5,0,0,1.7%,0.0%,0.0%
2662,Kobayashi,,5,0,0,1.7%,0.0%,0.0%
1341,Tudor,,4,0,0,1.3%,0.0%,0.0%
2899,Zagrodzki,,4,0,0,1.3%,0.0%,0.0%
2058,Kocaba,,4,1,0,1.3%,0.3%,0.0%
2306,Mras,,4,0,0,1.3%,0.0%,0.0%
2659,Łubik,1,4,4,0,1.3%,1.3%,0.0%
2747,Vallejo,,4,3,0,1.3%,1.0%,0.0%
2759,Markovic,3,4,3,0,1.3%,1.0%,0.0%
2560,Ciszek,,4,0,0,1.3%,0.0%,0.0%
2661,Vital,,3,2,0,1.0%,0.7%,0.0%
2815,Montóia,,3,0,0,1.0%,0.0%,0.0%
2863,Stępak,,3,0,0,1.0%,0.0%,0.0%
2750,Jakubowski,,3,0,0,1.0%,0.0%,0.0%
95,Świderski,,3,2,0,1.0%,0.7%,0.0%
2850,Markiewicz,,3,0,0,1.0%,0.0%,0.0%
979,Repka,,3,0,0,1.0%,0.0%,0.0%
2295,Bąk,,3,0,0,1.0%,0.0%,0.0%
2579,Zawadzki,,3,0,0,1.0%,0.0%,0.0%
2304,Głogowski,,3,0,0,1.0%,0.0%,0.0%
1795,Abramowicz,,3,2,0,1.0%,0.7%,0.0%
2852,Brzozowski,,3,0,0,1.0%,0.0%,0.0%
2000,Semedo,,2,1,0,0.7%,0.3%,0.0%
1931,Kapuadi,2,2,2,0,0.7%,0.7%,0.0%
2588,Perković,2,2,1,0,0.7%,0.3%,0.0%
994,Klemenz,2,2,2,0,0.7%,0.7%,0.0%
1126,Piątkowski,,2,0,0,0.7%,0.0%,0.0%
992,Wiśniewski,2,2,2,0,0.7%,0.7%,0.0%
184,Wolski,,2,0,0,0.7%,0.0%,0.0%
2510,Kozłowski,,2,0,0,0.7%,0.0%,0.0%
1384,Kochalski,,2,1,0,0.7%,0.3%,0.0%
2752,Rubežić,,1,0,0,0.3%,0.0%,0.0%
2198,Krzywański,,1,0,0,0.3%,0.0%,0.0%
1831,Mikułko,,1,0,0,0.3%,0.0%,0.0%
2417,Luberecki,,1,0,0,0.3%,0.0%,0.0%
2945,Conceicao,,1,0,0,0.3%,0.0%,0.0%
2676,Twumasi,2,1,1,0,0.3%,0.3%,0.0%
3014,de la Rosa,3,1,1,0,0.3%,0.3%,0.0%
1214,Szymczak,,1,0,0,0.3%,0.0%,0.0%
1169,Skrzypczak,2,1,1,0,0.3%,0.3%,0.0%
2975,Ossowski,,1,0,0,0.3%,0.0%,0.0%
2160,Jakuba,2,1,1,0,0.3%,0.3%,0.0%
86,Romanczuk,,1,0,0,0.3%,0.0%,0.0%
2775,Ronaldo,,1,0,0,0.3%,0.0%,0.0%
2648,Lejman,,1,0,0,0.3%,0.0%,0.0%
2869,Krzyżanowski,2,1,1,0,0.3%,0.3%,0.0%
1407,Seweryś,,1,0,0,0.3%,0.0%,0.0%
2637,Kamiński,,1,0,0,0.3%,0.0%,0.0%
1928,Svarnas,,1,0,0,0.3%,0.0%,0.0%
2728,Rivas,2,1,1,0,0.3%,0.3%,0.0%
2733,Palma,3,1,1,0,0.3%,0.3%,0.0%
2643,Zając,,1,0,0,0.3%,0.0%,0.0%
563,Wasielewski,2,1,1,0,0.3%,0.3%,0.0%
2925,Kucharski,,1,0,0,0.3%,0.0%,0.0%
2924,Gril,1,1,1,0,0.3%,0.3%,0.0%
2951,Čavlina,,1,0,0,0.3%,0.0%,0.0%
2834,Napieraj,,1,0,0,0.3%,0.0%,0.0%
2767,Agnero,4,1,1,0,0.3%,0.3%,0.0%
2069,Mucha,,1,0,0,0.3%,0.0%,0.0%
1909,Adamski,4,1,1,0,0.3%,0.3%,0.0%
1092,Samiec-Talar,,1,0,0,0.3%,0.0%,0.0%
2176,Kowalczyk,3,1,1,0,0.3%,0.3%,0.0%
2505,Keramítsis,2,1,1,0,0.3%,0.3%,0.0%
2877,Ertlthaler,3,1,1,0,0.3%,0.3%,0.0%
3003,Fojut,,1,0,0,0.3%,0.0%,0.0%
1020,Łabojko,3,1,1,0,0.3%,0.3%,0.0%
2830,Zalewski,,1,0,0,0.3%,0.0%,0.0%
2966,Agbonifo,,1,0,0,0.3%,0.0%,0.0%
2859,Rogowski,,1,0,0,0.3%,0.0%,0.0%
2921,Popa,,1,0,0,0.3%,0.0%,0.0%
