player_id,name,team,position,total_points,price,points_per_price,popularity_pct,stats_url,form,availability_status,xg_per90,shots_per90,shots_on_target_per90,key_passes_per90,crosses_per90,crosses_accurate_per90
1319,Paweł Wszołek,Legia Warszawa,Obrońca,42,2.2,19.09,52%,https://fantasy.ekstraklasa.org/player/1319,"[{'r': 2, 'pts': 7, 'p': True}, {'r': 3, 'pts': 2, 'p': True}, {'r': 4, 'pts': 15, 'p': True}, {'r': 5, 'pts': 2, 'p': True}, {'r': 6, 'pts': 5, 'p': True}]",,,,,,,
1987,Jordi Sánchez,Wisła Kraków,Napastnik,41,2.0,20.5,44%,https://fantasy.ekstraklasa.org/player/1987,"[{'r': 2, 'pts': 11, 'p': True}, {'r': 3, 'pts': 8, 'p': True}, {'r': 4, 'pts': 6, 'p': True}, {'r': 5, 'pts': 1, 'p': True}, {'r': 6, 'pts': 7, 'p': True}]",,,,,,,
1092,Piotr Samiec-Talar,Śląsk Wrocław,Pomocnik,40,2.2,18.18,31%,https://fantasy.ekstraklasa.org/player/1092,"[{'r': 2, 'pts': 9, 'p': True}, {'r': 3, 'pts': 3, 'p': True}, {'r': 4, 'pts': 7, 'p': True}, {'r': 5, 'pts': 9, 'p': True}, {'r': 6, 'pts': 7, 'p': True}]",,,,,,,
1880,Ilja Szkurin,GKS Katowice,Napastnik,39,2.2,17.73,11%,https://fantasy.ekstraklasa.org/player/1880,"[{'r': 1, 'pts': 2, 'p': True}, {'r': 2, 'pts': 11, 'p': True}, {'r': 4, 'pts': 2, 'p': True}, {'r': 5, 'pts': 9, 'p': True}, {'r': 6, 'pts': 15, 'p': True}]",,,,,,,
480,Bartosz Nowak,GKS Katowice,Pomocnik,36,3.4,10.59,33%,https://fantasy.ekstraklasa.org/player/480,"[{'r': 1, 'pts': 5, 'p': True}, {'r': 2, 'pts': 9, 'p': True}, {'r': 4, 'pts': 2, 'p': True}, {'r': 5, 'pts': 14, 'p': True}, {'r': 6, 'pts': 6, 'p': True}]",,,,,,,
2431,Rúben Vinagre,Legia Warszawa,Obrońca,33,2.0,16.5,35%,https://fantasy.ekstraklasa.org/player/2431,"[{'r': 2, 'pts': 10, 'p': True}, {'r': 3, 'pts': 2, 'p': True}, {'r': 4, 'pts': 11, 'p': True}, {'r': 5, 'pts': 2, 'p': True}, {'r': 6, 'pts': 2, 'p': True}]",,,,,,,
2481,Ajdin Hasić,Cracovia,Pomocnik,32,2.2,14.55,15%,https://fantasy.ekstraklasa.org/player/2481,"[{'r': 2, 'pts': 2, 'p': True}, {'r': 3, 'pts': 3, 'p': True}, {'r': 4, 'pts': 6, 'p': True}, {'r': 5, 'pts': 14, 'p': True}, {'r': 6, 'pts': 5, 'p': True}]",,,,,,,
184,Rafał Wolski,Radomiak Radom,Pomocnik,30,2.2,13.64,5%,https://fantasy.ekstraklasa.org/player/184,"[{'r': 2, 'pts': 1, 'p': True}, {'r': 3, 'pts': 7, 'p': True}, {'r': 4, 'pts': 2, 'p': True}, {'r': 5, 'pts': 3, 'p': True}, {'r': 6, 'pts': 13, 'p': True}]",,,,,,,
1507,Łukasz Zjawiński,Legia Warszawa,Napastnik,30,2.2,13.64,30%,https://fantasy.ekstraklasa.org/player/1507,"[{'r': 2, 'pts': 8, 'p': True}, {'r': 3, 'pts': 6, 'p': True}, {'r': 4, 'pts': 5, 'p': True}, {'r': 5, 'pts': 6, 'p': True}, {'r': 6, 'pts': 2, 'p': True}]",,,,,,,
923,Rafał Augustyniak,Legia Warszawa,Obrońca,29,1.9,15.26,7%,https://fantasy.ekstraklasa.org/player/923,"[{'r': 2, 'pts': 3, 'p': True}, {'r': 3, 'pts': 2, 'p': True}, {'r': 4, 'pts': 12, 'p': True}, {'r': 5, 'pts': 6, 'p': True}, {'r': 6, 'pts': 0, 'p': True}]",,,,,,,
2880,Marko Bozic,Wisła Kraków,Pomocnik,28,1.9,14.74,22%,https://fantasy.ekstraklasa.org/player/2880,"[{'r': 2, 'pts': 7, 'p': True}, {'r': 3, 'pts': 3, 'p': True}, {'r': 4, 'pts': 2, 'p': True}, {'r': 5, 'pts': 5, 'p': True}, {'r': 6, 'pts': 3, 'p': True}]",,,,,,,
2940,Mario García,Widzew Łódź,Obrońca,28,2.0,14.0,14%,https://fantasy.ekstraklasa.org/player/2940,"[{'r': 2, 'pts': 1, 'p': True}, {'r': 3, 'pts': 15, 'p': True}, {'r': 4, 'pts': 1, 'p': True}, {'r': 5, 'pts': 11, 'p': True}, {'r': 6, 'pts': 0, 'p': True}]",,,,,,,
