player_id,name,team,position,total_points,price,points_per_price,popularity_pct,stats_url,form,availability_status,xg_per90,shots_per90,shots_on_target_per90,key_passes_per90,crosses_per90,crosses_accurate_per90
1987,Jordi Sánchez,Wisła Kraków,Napastnik,26,1.9,13.68,33%,https://fantasy.ekstraklasa.org/player/1987,"[{'r': 1, 'pts': 8, 'p': True}, {'r': 2, 'pts': 11, 'p': True}, {'r': 3, 'pts': 7, 'p': True}]",,,,,,,
1319,Paweł Wszołek,Legia Warszawa,Obrońca,18,2.1,8.57,42%,https://fantasy.ekstraklasa.org/player/1319,"[{'r': 1, 'pts': 11, 'p': True}, {'r': 2, 'pts': 7, 'p': True}, {'r': 3, 'pts': 0, 'p': False}]",,,,,,,
2880,Marko Bozic,Wisła Kraków,Pomocnik,18,1.9,9.47,22%,https://fantasy.ekstraklasa.org/player/2880,"[{'r': 1, 'pts': 8, 'p': True}, {'r': 2, 'pts': 7, 'p': True}, {'r': 3, 'pts': 3, 'p': True}]",,,,,,,
2431,Rúben Vinagre,Legia Warszawa,Obrońca,16,1.9,8.42,24%,https://fantasy.ekstraklasa.org/player/2431,"[{'r': 1, 'pts': 6, 'p': True}, {'r': 2, 'pts': 10, 'p': True}, {'r': 3, 'pts': 0, 'p': False}]",,,,,,,
239,Marcin Flis,Wisła Płock,Obrońca,15,1.7,8.82,7%,https://fantasy.ekstraklasa.org/player/239,"[{'r': 1, 'pts': 10, 'p': True}, {'r': 2, 'pts': 4, 'p': True}, {'r': 3, 'pts': 1, 'p': True}]",,,,,,,
2679,Paul Mukairu,Pogoń Szczecin,Pomocnik,15,2.1,7.14,13%,https://fantasy.ekstraklasa.org/player/2679,"[{'r': 1, 'pts': 2, 'p': True}, {'r': 2, 'pts': 13, 'p': True}, {'r': 3, 'pts': 0, 'p': False}]",,,,,,,
2781,Žan Rogelj,Wisła Płock,Obrońca,15,1.8,8.33,3%,https://fantasy.ekstraklasa.org/player/2781,"[{'r': 1, 'pts': 9, 'p': True}, {'r': 2, 'pts': 5, 'p': True}, {'r': 3, 'pts': 1, 'p': True}]",,,,,,,
480,Bartosz Nowak,GKS Katowice,Pomocnik,14,3.3,4.24,22%,https://fantasy.ekstraklasa.org/player/480,"[{'r': 1, 'pts': 5, 'p': True}, {'r': 2, 'pts': 9, 'p': True}]",,,,,,,
1092,Piotr Samiec-Talar,Śląsk Wrocław,Pomocnik,14,2.1,6.67,23%,https://fantasy.ekstraklasa.org/player/1092,"[{'r': 1, 'pts': 5, 'p': True}, {'r': 2, 'pts': 9, 'p': True}, {'r': 3, 'pts': 0, 'p': False}]",,,,,,,
1225,Jan Grzesik,Radomiak Radom,Obrońca,14,2.0,7.0,34%,https://fantasy.ekstraklasa.org/player/1225,"[{'r': 1, 'pts': 14, 'p': True}, {'r': 2, 'pts': 0, 'p': True}, {'r': 3, 'pts': 0, 'p': False}]",,,,,,,
2002,Léo Borges,Pogoń Szczecin,Obrońca,14,1.7,8.24,6%,https://fantasy.ekstraklasa.org/player/2002,"[{'r': 1, 'pts': 1, 'p': True}, {'r': 2, 'pts': 13, 'p': True}, {'r': 3, 'pts': 0, 'p': False}]",,,,,,,
1880,Ilja Szkurin,GKS Katowice,Napastnik,13,2.1,6.19,4%,https://fantasy.ekstraklasa.org/player/1880,"[{'r': 1, 'pts': 2, 'p': True}, {'r': 2, 'pts': 11, 'p': True}]",,,,,,,
2423,Mbaye N'Diaye,Motor Lublin,Pomocnik,13,2.4,5.42,20%,https://fantasy.ekstraklasa.org/player/2423,"[{'r': 1, 'pts': 8, 'p': True}, {'r': 2, 'pts': 5, 'p': True}, {'r': 3, 'pts': 0, 'p': False}]",,,,,,,
2772,Sergio Lozano,Jagiellonia Białystok,Pomocnik,13,1.9,6.84,4%,https://fantasy.ekstraklasa.org/player/2772,"[{'r': 1, 'pts': 5, 'p': True}, {'r': 2, 'pts': 8, 'p': True}, {'r': 3, 'pts': 0, 'p': False}]",,,,,,,
2881,Ángel Rodado,Wisła Kraków,Napastnik,13,2.2,5.91,21%,https://fantasy.ekstraklasa.org/player/2881,"[{'r': 1, 'pts': 2, 'p': True}, {'r': 2, 'pts': 4, 'p': True}, {'r': 3, 'pts': 7, 'p': True}]",,,,,,,
2939,Nik Prelec,Jagiellonia Białystok,Napastnik,13,2.0,6.5,11%,https://fantasy.ekstraklasa.org/player/2939,"[{'r': 1, 'pts': 6, 'p': True}, {'r': 2, 'pts': 7, 'p': True}, {'r': 3, 'pts': 0, 'p': False}]",,,,,,,
1411,Rafał Leszczyński,Wisła Płock,Bramkarz,12,1.8,6.67,4%,https://fantasy.ekstraklasa.org/player/1411,"[{'r': 1, 'pts': 4, 'p': True}, {'r': 2, 'pts': 7, 'p': True}, {'r': 3, 'pts': 1, 'p': True}]",,,,,,,
374,Alan Uryga,Wisła Kraków,Obrońca,11,1.6,6.88,3%,https://fantasy.ekstraklasa.org/player/374,"[{'r': 1, 'pts': 5, 'p': True}, {'r': 2, 'pts': -1, 'p': True}, {'r': 3, 'pts': 7, 'p': True}]",,,,,,,
1507,Łukasz Zjawiński,Legia Warszawa,Napastnik,11,2.1,5.24,17%,https://fantasy.ekstraklasa.org/player/1507,"[{'r': 1, 'pts': 3, 'p': True}, {'r': 2, 'pts': 8, 'p': True}, {'r': 3, 'pts': 0, 'p': False}]",,,,,,,
2010,Saïd Hamulic,Wisła Płock,Napastnik,11,1.8,6.11,2%,https://fantasy.ekstraklasa.org/player/2010,"[{'r': 1, 'pts': 3, 'p': True}, {'r': 2, 'pts': 2, 'p': True}, {'r': 3, 'pts': 6, 'p': True}]",,,,,,,
2058,Filip Kocaba,Zagłębie Lubin,Pomocnik,11,1.7,6.47,1%,https://fantasy.ekstraklasa.org/player/2058,"[{'r': 1, 'pts': 4, 'p': True}, {'r': 2, 'pts': 7, 'p': True}]",,,,,,,
2286,Valentin Cojocaru,Pogoń Szczecin,Bramkarz,11,1.8,6.11,4%,https://fantasy.ekstraklasa.org/player/2286,"[{'r': 1, 'pts': 3, 'p': True}, {'r': 2, 'pts': 8, 'p': True}, {'r': 3, 'pts': 0, 'p': False}]",,,,,,,
2477,Marcel Reguła,Zagłębie Lubin,Pomocnik,11,2.1,5.24,13%,https://fantasy.ekstraklasa.org/player/2477,"[{'r': 1, 'pts': 9, 'p': True}, {'r': 2, 'pts': 2, 'p': True}]",,,,,,,
2805,Otto Hindrich,Legia Warszawa,Bramkarz,11,1.9,5.79,31%,https://fantasy.ekstraklasa.org/player/2805,"[{'r': 1, 'pts': 8, 'p': True}, {'r': 2, 'pts': 3, 'p': True}, {'r': 3, 'pts': 0, 'p': False}]",,,,,,,
827,Mateusz Grzybek,Zagłębie Lubin,Obrońca,10,1.9,5.26,3%,https://fantasy.ekstraklasa.org/player/827,"[{'r': 1, 'pts': 10, 'p': True}, {'r': 2, 'pts': 0, 'p': False}]",,,,,,,
