player_id,name,captain_count,captain_pct
480,Nowak,13,50.0%
765,Imaz,4,15.4%
2476,Braut Brunes,3,11.5%
2671,Czubak,2,7.7%
1475,Ishak,2,7.7%
2205,Pululu,1,3.8%
2411,Bobček,1,3.8%
