player_id,name,team,position,total_points,price,points_per_price,popularity_pct,stats_url,form
480,Bartosz Nowak,GKS Katowice,Pomocnik,57,2.7,21.11,70%,https://fantasy.ekstraklasa.org/player/480,"[{'r': 21, 'pts': 6, 'p': True}, {'r': 22, 'pts': 6, 'p': True}, {'r': 23, 'pts': 9, 'p': True}, {'r': 24, 'pts': 6, 'p': True}, {'r': 25, 'pts': 8, 'p': True}]"
951,Arkadiusz Jędrych,GKS Katowice,Obrońca,44,2.0,22.0,26%,https://fantasy.ekstraklasa.org/player/951,"[{'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 1, 'p': True}, {'r': 23, 'pts': 10, 'p': True}, {'r': 24, 'pts': 12, 'p': True}, {'r': 25, 'pts': 0, 'p': False}]"
827,Mateusz Grzybek,Zagłębie Lubin,Obrońca,43,1.8,23.89,28%,https://fantasy.ekstraklasa.org/player/827,"[{'r': 21, 'pts': 5, 'p': True}, {'r': 22, 'pts': 12, 'p': True}, {'r': 23, 'pts': 19, 'p': True}, {'r': 24, 'pts': 3, 'p': True}, {'r': 25, 'pts': 2, 'p': True}]"
2234,Ali Gholizadeh,Lech Poznań,Pomocnik,43,2.4,17.92,51%,https://fantasy.ekstraklasa.org/player/2234,"[{'r': 21, 'pts': 13, 'p': True}, {'r': 22, 'pts': 9, 'p': True}, {'r': 23, 'pts': 7, 'p': True}, {'r': 24, 'pts': 0, 'p': True}, {'r': 25, 'pts': 4, 'p': True}]"
1010,Jorge Félix Garcia,Piast Gliwice,Pomocnik,41,1.8,22.78,9%,https://fantasy.ekstraklasa.org/player/1010,"[{'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 2, 'p': True}, {'r': 23, 'pts': 7, 'p': True}, {'r': 24, 'pts': 2, 'p': True}, {'r': 25, 'pts': 3, 'p': True}]"
2747,Hugo Vallejo,Piast Gliwice,Pomocnik,41,1.8,22.78,9%,https://fantasy.ekstraklasa.org/player/2747,"[{'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 5, 'p': True}, {'r': 23, 'pts': 3, 'p': True}, {'r': 24, 'pts': 2, 'p': True}, {'r': 25, 'pts': 14, 'p': True}]"
2205,Afimico Pululu,Jagiellonia Białystok,Napastnik,40,2.5,16.0,61%,https://fantasy.ekstraklasa.org/player/2205,"[{'r': 21, 'pts': 1, 'p': True}, {'r': 22, 'pts': 5, 'p': True}, {'r': 23, 'pts': 7, 'p': True}, {'r': 24, 'pts': 2, 'p': True}, {'r': 25, 'pts': 1, 'p': True}]"
2423,Mbaye N'Diaye,Motor Lublin,Pomocnik,39,1.9,20.53,34%,https://fantasy.ekstraklasa.org/player/2423,"[{'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 7, 'p': True}, {'r': 23, 'pts': 9, 'p': True}, {'r': 24, 'pts': 0, 'p': False}, {'r': 25, 'pts': 5, 'p': True}]"
994,Lukas Klemenz,GKS Katowice,Obrońca,38,1.9,20.0,17%,https://fantasy.ekstraklasa.org/player/994,"[{'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 1, 'p': True}, {'r': 23, 'pts': 3, 'p': True}, {'r': 24, 'pts': 6, 'p': True}, {'r': 25, 'pts': 6, 'p': True}]"
130,Jasmin Burić,Zagłębie Lubin,Bramkarz,36,1.8,20.0,15%,https://fantasy.ekstraklasa.org/player/130,"[{'r': 21, 'pts': 8, 'p': True}, {'r': 22, 'pts': 9, 'p': True}, {'r': 23, 'pts': 7, 'p': True}, {'r': 24, 'pts': 3, 'p': True}, {'r': 25, 'pts': 3, 'p': True}]"
633,Mateusz Wdowiak,GKS Katowice,Pomocnik,34,1.8,18.89,4%,https://fantasy.ekstraklasa.org/player/633,"[{'r': 21, 'pts': 1, 'p': True}, {'r': 22, 'pts': 7, 'p': True}, {'r': 23, 'pts': 3, 'p': True}, {'r': 24, 'pts': 4, 'p': True}, {'r': 25, 'pts': 9, 'p': True}]"
1280,Damian Michalski,Zagłębie Lubin,Obrońca,34,1.9,17.89,5%,https://fantasy.ekstraklasa.org/player/1280,"[{'r': 21, 'pts': 5, 'p': True}, {'r': 22, 'pts': 6, 'p': True}, {'r': 23, 'pts': 5, 'p': True}, {'r': 24, 'pts': 10, 'p': True}, {'r': 25, 'pts': 2, 'p': True}]"
2424,Bartosz Wolski,Motor Lublin,Pomocnik,34,1.9,17.89,7%,https://fantasy.ekstraklasa.org/player/2424,"[{'r': 21, 'pts': 7, 'p': True}, {'r': 22, 'pts': 6, 'p': True}, {'r': 23, 'pts': 4, 'p': True}, {'r': 24, 'pts': 3, 'p': True}, {'r': 25, 'pts': 8, 'p': True}]"
765,Jesús Imaz,Jagiellonia Białystok,Pomocnik,33,4.2,7.86,28%,https://fantasy.ekstraklasa.org/player/765,"[{'r': 21, 'pts': 0, 'p': False}, {'r': 22, 'pts': 6, 'p': True}, {'r': 23, 'pts': 2, 'p': True}, {'r': 24, 'pts': 2, 'p': True}, {'r': 25, 'pts': 7, 'p': True}]"
1435,Rafał Strączek,GKS Katowice,Bramkarz,33,1.9,17.37,5%,https://fantasy.ekstraklasa.org/player/1435,"[{'r': 21, 'pts': 3, 'p': True}, {'r': 22, 'pts': 2, 'p': True}, {'r': 23, 'pts': 4, 'p': True}, {'r': 24, 'pts': 6, 'p': True}, {'r': 25, 'pts': 6, 'p': True}]"
2110,Camilo Mena,Lechia Gdańsk,Pomocnik,33,2.3,14.35,19%,https://fantasy.ekstraklasa.org/player/2110,"[{'r': 21, 'pts': 14, 'p': True}, {'r': 22, 'pts': 2, 'p': True}, {'r': 23, 'pts': 2, 'p': True}, {'r': 24, 'pts': 4, 'p': True}, {'r': 25, 'pts': 0, 'p': False}]"
2780,Aleksandar Ćirković,Lechia Gdańsk,Pomocnik,33,1.9,17.37,4%,https://fantasy.ekstraklasa.org/player/2780,"[{'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 2, 'p': True}, {'r': 23, 'pts': 5, 'p': True}, {'r': 24, 'pts': 15, 'p': True}, {'r': 25, 'pts': 2, 'p': True}]"
