player_id,name,team,position,total_points,price,points_per_price,popularity_pct,stats_url,form,availability_status,xg_per90,shots_per90,shots_on_target_per90,key_passes_per90,crosses_per90,crosses_accurate_per90
1319,Paweł Wszołek,Legia Warszawa,Obrońca,42,2.2,19.09,41%,https://fantasy.ekstraklasa.org/player/1319,"[{'r': 3, 'pts': 2, 'p': True}, {'r': 4, 'pts': 15, 'p': True}, {'r': 5, 'pts': 2, 'p': True}, {'r': 6, 'pts': 5, 'p': True}, {'r': 7, 'pts': 0, 'p': False}]",,,,,,,
1880,Ilja Szkurin,GKS Katowice,Napastnik,42,2.3,18.26,20%,https://fantasy.ekstraklasa.org/player/1880,"[{'r': 2, 'pts': 11, 'p': True}, {'r': 4, 'pts': 2, 'p': True}, {'r': 5, 'pts': 9, 'p': True}, {'r': 6, 'pts': 16, 'p': True}, {'r': 7, 'pts': 2, 'p': True}]",,,,,,,
1987,Jordi Sánchez,Wisła Kraków,Napastnik,42,2.0,21.0,45%,https://fantasy.ekstraklasa.org/player/1987,"[{'r': 3, 'pts': 8, 'p': True}, {'r': 4, 'pts': 6, 'p': True}, {'r': 5, 'pts': 1, 'p': True}, {'r': 6, 'pts': 8, 'p': True}, {'r': 7, 'pts': 0, 'p': False}]",,,,,,,
1092,Piotr Samiec-Talar,Śląsk Wrocław,Pomocnik,41,2.2,18.64,35%,https://fantasy.ekstraklasa.org/player/1092,"[{'r': 3, 'pts': 3, 'p': True}, {'r': 4, 'pts': 7, 'p': True}, {'r': 5, 'pts': 9, 'p': True}, {'r': 6, 'pts': 8, 'p': True}, {'r': 7, 'pts': 0, 'p': False}]",,,,,,,
480,Bartosz Nowak,GKS Katowice,Pomocnik,38,3.4,11.18,36%,https://fantasy.ekstraklasa.org/player/480,"[{'r': 2, 'pts': 9, 'p': True}, {'r': 4, 'pts': 2, 'p': True}, {'r': 5, 'pts': 14, 'p': True}, {'r': 6, 'pts': 6, 'p': True}, {'r': 7, 'pts': 2, 'p': True}]",,,,,,,
2719,Leandro Sanca,Piast Gliwice,Pomocnik,35,1.9,18.42,1%,https://fantasy.ekstraklasa.org/player/2719,"[{'r': 3, 'pts': 0, 'p': True}, {'r': 4, 'pts': 6, 'p': True}, {'r': 5, 'pts': 8, 'p': True}, {'r': 6, 'pts': 4, 'p': True}, {'r': 7, 'pts': 9, 'p': True}]",,,,,,,
2431,Rúben Vinagre,Legia Warszawa,Obrońca,33,2.0,16.5,37%,https://fantasy.ekstraklasa.org/player/2431,"[{'r': 3, 'pts': 2, 'p': True}, {'r': 4, 'pts': 11, 'p': True}, {'r': 5, 'pts': 2, 'p': True}, {'r': 6, 'pts': 2, 'p': True}, {'r': 7, 'pts': 0, 'p': False}]",,,,,,,
2481,Ajdin Hasić,Cracovia,Pomocnik,32,2.3,13.91,16%,https://fantasy.ekstraklasa.org/player/2481,"[{'r': 3, 'pts': 3, 'p': True}, {'r': 4, 'pts': 6, 'p': True}, {'r': 5, 'pts': 14, 'p': True}, {'r': 6, 'pts': 5, 'p': True}, {'r': 7, 'pts': 0, 'p': False}]",,,,,,,
184,Rafał Wolski,Radomiak Radom,Pomocnik,31,2.2,14.09,5%,https://fantasy.ekstraklasa.org/player/184,"[{'r': 3, 'pts': 7, 'p': True}, {'r': 4, 'pts': 2, 'p': True}, {'r': 5, 'pts': 3, 'p': True}, {'r': 6, 'pts': 14, 'p': True}, {'r': 7, 'pts': 0, 'p': False}]",,,,,,,
1507,Łukasz Zjawiński,Legia Warszawa,Napastnik,30,2.2,13.64,28%,https://fantasy.ekstraklasa.org/player/1507,"[{'r': 3, 'pts': 6, 'p': True}, {'r': 4, 'pts': 5, 'p': True}, {'r': 5, 'pts': 6, 'p': True}, {'r': 6, 'pts': 2, 'p': True}, {'r': 7, 'pts': 0, 'p': False}]",,,,,,,
