player_id,name,team,position,total_points,price,points_per_price,popularity_pct,stats_url,form
480,Bartosz Nowak,GKS Katowice,Pomocnik,41,2.5,16.4,67%,https://fantasy.ekstraklasa.org/player/480,"[{'r': 19, 'pts': 13, 'p': True}, {'r': 19, 'pts': 0, 'p': False}, {'r': 20, 'pts': 7, 'p': True}, {'r': 21, 'pts': 6, 'p': True}, {'r': 22, 'pts': 6, 'p': True}]"
2234,Ali Gholizadeh,Lech Poznań,Pomocnik,39,2.4,16.25,45%,https://fantasy.ekstraklasa.org/player/2234,"[{'r': 19, 'pts': 7, 'p': True}, {'r': 19, 'pts': 1, 'p': True}, {'r': 20, 'pts': 2, 'p': True}, {'r': 21, 'pts': 13, 'p': True}, {'r': 22, 'pts': 9, 'p': True}]"
827,Mateusz Grzybek,Zagłębie Lubin,Obrońca,38,1.7,22.35,18%,https://fantasy.ekstraklasa.org/player/827,"[{'r': 19, 'pts': 0, 'p': False}, {'r': 20, 'pts': 2, 'p': True}, {'r': 21, 'pts': 5, 'p': True}, {'r': 22, 'pts': 12, 'p': True}]"
2205,Afimico Pululu,Jagiellonia Białystok,Napastnik,34,2.5,13.6,57%,https://fantasy.ekstraklasa.org/player/2205,"[{'r': 19, 'pts': 10, 'p': True}, {'r': 19, 'pts': 0, 'p': False}, {'r': 20, 'pts': 11, 'p': True}, {'r': 21, 'pts': 1, 'p': True}, {'r': 22, 'pts': 5, 'p': True}]"
2423,Mbaye N'Diaye,Motor Lublin,Pomocnik,34,1.8,18.89,19%,https://fantasy.ekstraklasa.org/player/2423,"[{'r': 19, 'pts': 9, 'p': True}, {'r': 20, 'pts': 7, 'p': True}, {'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 7, 'p': True}]"
951,Arkadiusz Jędrych,GKS Katowice,Obrońca,31,1.9,16.32,28%,https://fantasy.ekstraklasa.org/player/951,"[{'r': 19, 'pts': 12, 'p': True}, {'r': 19, 'pts': 0, 'p': False}, {'r': 20, 'pts': 6, 'p': True}, {'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 1, 'p': True}]"
130,Jasmin Burić,Zagłębie Lubin,Bramkarz,30,1.8,16.67,10%,https://fantasy.ekstraklasa.org/player/130,"[{'r': 19, 'pts': 2, 'p': True}, {'r': 20, 'pts': 4, 'p': True}, {'r': 21, 'pts': 8, 'p': True}, {'r': 22, 'pts': 9, 'p': True}]"
2110,Camilo Mena,Lechia Gdańsk,Pomocnik,29,2.3,12.61,42%,https://fantasy.ekstraklasa.org/player/2110,"[{'r': 19, 'pts': 9, 'p': True}, {'r': 20, 'pts': 2, 'p': True}, {'r': 21, 'pts': 14, 'p': True}, {'r': 22, 'pts': 2, 'p': True}]"
1010,Jorge Félix Garcia,Piast Gliwice,Pomocnik,27,1.8,15.0,10%,https://fantasy.ekstraklasa.org/player/1010,"[{'r': 19, 'pts': 1, 'p': True}, {'r': 19, 'pts': 6, 'p': True}, {'r': 20, 'pts': 9, 'p': True}, {'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 2, 'p': True}]"
994,Lukas Klemenz,GKS Katowice,Obrońca,25,1.9,13.16,13%,https://fantasy.ekstraklasa.org/player/994,"[{'r': 19, 'pts': 6, 'p': True}, {'r': 19, 'pts': 0, 'p': False}, {'r': 20, 'pts': 13, 'p': True}, {'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 1, 'p': True}]"
1757,Bartosz Mrozek,Lech Poznań,Bramkarz,25,2.1,11.9,20%,https://fantasy.ekstraklasa.org/player/1757,"[{'r': 19, 'pts': 2, 'p': True}, {'r': 19, 'pts': 6, 'p': True}, {'r': 20, 'pts': 7, 'p': True}, {'r': 21, 'pts': 8, 'p': True}, {'r': 22, 'pts': 3, 'p': True}]"
303,Mariusz Stępiński,Korona Kielce,Napastnik,24,2.2,10.91,49%,https://fantasy.ekstraklasa.org/player/303,"[{'r': 19, 'pts': 12, 'p': True}, {'r': 20, 'pts': 2, 'p': True}, {'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 6, 'p': True}]"
2123,Michał Gurgul,Lech Poznań,Obrońca,24,1.8,13.33,21%,https://fantasy.ekstraklasa.org/player/2123,"[{'r': 19, 'pts': 0, 'p': True}, {'r': 19, 'pts': 2, 'p': True}, {'r': 20, 'pts': 6, 'p': True}, {'r': 21, 'pts': 10, 'p': True}, {'r': 22, 'pts': 3, 'p': True}]"
2280,Fredrik Ulvestad,Pogoń Szczecin,Pomocnik,24,2.1,11.43,5%,https://fantasy.ekstraklasa.org/player/2280,"[{'r': 19, 'pts': 7, 'p': True}, {'r': 20, 'pts': 1, 'p': True}, {'r': 21, 'pts': 4, 'p': True}, {'r': 22, 'pts': 8, 'p': True}]"
