player_id,name,team,position,total_points,price,points_per_price,popularity_pct,stats_url,form,availability_status,xg_per90,shots_per90,shots_on_target_per90,key_passes_per90,crosses_per90,crosses_accurate_per90
239,Marcin Flis,Wisła Płock,Obrońca,14,1.7,8.24,5%,https://fantasy.ekstraklasa.org/player/239,"[{'r': 1, 'pts': 10, 'p': True}, {'r': 2, 'pts': 4, 'p': True}]",,,,,,,
1225,Jan Grzesik,Radomiak Radom,Obrońca,14,2.0,7.0,29%,https://fantasy.ekstraklasa.org/player/1225,"[{'r': 1, 'pts': 14, 'p': True}, {'r': 2, 'pts': 0, 'p': False}]",,,,,,,
2781,Žan Rogelj,Wisła Płock,Obrońca,14,1.8,7.78,2%,https://fantasy.ekstraklasa.org/player/2781,"[{'r': 1, 'pts': 9, 'p': True}, {'r': 2, 'pts': 5, 'p': True}]",,,,,,,
2423,Mbaye N'Diaye,Motor Lublin,Pomocnik,13,2.4,5.42,15%,https://fantasy.ekstraklasa.org/player/2423,"[{'r': 1, 'pts': 8, 'p': True}, {'r': 2, 'pts': 5, 'p': True}]",,,,,,,
2772,Sergio Lozano,Jagiellonia Białystok,Pomocnik,13,1.9,6.84,1%,https://fantasy.ekstraklasa.org/player/2772,"[{'r': 1, 'pts': 5, 'p': True}, {'r': 2, 'pts': 8, 'p': True}]",,,,,,,
2939,Nik Prelec,Jagiellonia Białystok,Napastnik,13,2.0,6.5,5%,https://fantasy.ekstraklasa.org/player/2939,"[{'r': 1, 'pts': 6, 'p': True}, {'r': 2, 'pts': 7, 'p': True}]",,,,,,,
1319,Paweł Wszołek,Legia Warszawa,Obrońca,11,2.0,5.5,32%,https://fantasy.ekstraklasa.org/player/1319,"[{'r': 1, 'pts': 11, 'p': True}, {'r': 2, 'pts': 0, 'p': False}]",,,,,,,
1398,Jakub Sypek,Zagłębie Lubin,Pomocnik,11,1.8,6.11,3%,https://fantasy.ekstraklasa.org/player/1398,"[{'r': 1, 'pts': 11, 'p': True}, {'r': 2, 'pts': 0, 'p': False}]",,,,,,,
827,Mateusz Grzybek,Zagłębie Lubin,Obrońca,10,1.9,5.26,4%,https://fantasy.ekstraklasa.org/player/827,"[{'r': 1, 'pts': 10, 'p': True}, {'r': 2, 'pts': 0, 'p': False}]",,,,,,,
1411,Rafał Leszczyński,Wisła Płock,Bramkarz,10,1.8,5.56,3%,https://fantasy.ekstraklasa.org/player/1411,"[{'r': 1, 'pts': 4, 'p': True}, {'r': 2, 'pts': 6, 'p': True}]",,,,,,,
1464,Kajetan Szmyt,Jagiellonia Białystok,Pomocnik,10,2.1,4.76,11%,https://fantasy.ekstraklasa.org/player/1464,"[{'r': 1, 'pts': 4, 'p': True}, {'r': 2, 'pts': 6, 'p': True}]",,,,,,,
1529,Mariusz Fornalczyk,Widzew Łódź,Pomocnik,10,2.0,5.0,23%,https://fantasy.ekstraklasa.org/player/1529,"[{'r': 1, 'pts': 7, 'p': True}, {'r': 2, 'pts': 3, 'p': True}]",,,,,,,
1795,Sławomir Abramowicz,Jagiellonia Białystok,Bramkarz,10,2.0,5.0,16%,https://fantasy.ekstraklasa.org/player/1795,"[{'r': 1, 'pts': 6, 'p': True}, {'r': 2, 'pts': 4, 'p': True}]",,,,,,,
1540,Norbert Wojtuszek,Jagiellonia Białystok,Obrońca,9,1.9,4.74,22%,https://fantasy.ekstraklasa.org/player/1540,"[{'r': 1, 'pts': 6, 'p': True}, {'r': 2, 'pts': 3, 'p': True}]",,,,,,,
2477,Marcel Reguła,Zagłębie Lubin,Pomocnik,9,2.1,4.29,16%,https://fantasy.ekstraklasa.org/player/2477,"[{'r': 1, 'pts': 9, 'p': True}, {'r': 2, 'pts': 0, 'p': False}]",,,,,,,
2662,Yūki Kobayashi,Jagiellonia Białystok,Obrońca,9,1.7,5.29,3%,https://fantasy.ekstraklasa.org/player/2662,"[{'r': 1, 'pts': 6, 'p': True}, {'r': 2, 'pts': 3, 'p': True}]",,,,,,,
