player_id,name,captain_count,captain_pct
480,Nowak,235,23.5%
1475,Ishak,232,23.2%
765,Imaz,155,15.5%
2234,Gholizadeh,100,10.0%
2205,Pululu,94,9.4%
2671,Czubak,86,8.6%
303,Stępiński,27,2.7%
2423,N&#039;Diaye,17,1.7%
2747,Vallejo,8,0.8%
860,Długosz,7,0.7%
1010,Félix Garcia,5,0.5%
951,Jędrych,5,0.5%
1363,Wdowik,3,0.3%
774,Bergier,3,0.3%
2476,Braut Brunes,2,0.2%
1757,Mrozek,2,0.2%
2481,Hasić,2,0.2%
2411,Bobček,2,0.2%
1794,Grosicki,1,0.1%
2424,Wolski,1,0.1%
1573,Milić,1,0.1%
2707,Pozo,1,0.1%
1539,López,1,0.1%
994,Klemenz,1,0.1%
2817,Kornvig,1,0.1%
2110,Mena,1,0.1%
