player_id,name,captain_count,captain_pct
2917,Sayyadmanesh,7,23.3%
2498,Wålemark,5,16.7%
1987,Sánchez,3,10.0%
480,Nowak,2,6.7%
2733,Palma,2,6.7%
2943,González,2,6.7%
1327,Urbański,1,3.3%
1092,Samiec-Talar,1,3.3%
1168,Makuch,1,3.3%
2406,Chłań,1,3.3%
2767,Agnero,1,3.3%
1319,Wszołek,1,3.3%
1725,Emreli,1,3.3%
765,Imaz,1,3.3%
2939,Prelec,1,3.3%
