player_id,name,captain_count,captain_pct
2205,Pululu,210,21.0%
480,Nowak,200,20.0%
303,Stępiński,142,14.2%
765,Imaz,103,10.3%
860,Długosz,67,6.7%
2671,Czubak,50,5.0%
2234,Gholizadeh,50,5.0%
2411,Bobček,46,4.6%
2476,Braut Brunes,41,4.1%
1539,López,31,3.1%
1475,Ishak,21,2.1%
2110,Mena,14,1.4%
951,Jędrych,5,0.5%
1360,Chodyna,3,0.3%
1909,Adamski,3,0.3%
2552,Sotiríou,2,0.2%
2424,Wolski,2,0.2%
827,Grzybek,2,0.2%
2733,Palma,2,0.2%
1835,Biczachczjan,2,0.2%
2708,Rajović,1,0.1%
2668,Svetlin,1,0.1%
2775,Ronaldo,1,0.1%
2637,Kamiński,1,0.1%
