player_id,name,captain_count,captain_pct
480,Nowak,358,35.8%
2881,Rodado,246,24.6%
2498,Wålemark,91,9.1%
2917,Sayyadmanesh,64,6.4%
1880,Szkurin,51,5.1%
1327,Urbański,22,2.2%
1529,Fornalczyk,21,2.1%
303,Stępiński,17,1.7%
2940,García,14,1.4%
2477,Reguła,14,1.4%
95,Świderski,12,1.2%
2880,Bozic,11,1.1%
1987,Sánchez,10,1.0%
1168,Makuch,10,1.0%
951,Jędrych,8,0.8%
2671,Czubak,8,0.8%
2943,González,6,0.6%
2225,Álvarez,5,0.5%
1475,Ishak,5,0.5%
2123,Gurgul,3,0.3%
1725,Emreli,3,0.3%
2719,Sanca,3,0.3%
2759,Markovic,3,0.3%
860,Długosz,3,0.3%
2717,Rodríguez,2,0.2%
2406,Chłań,2,0.2%
2995,Biuk,2,0.2%
2214,Kouloúris,2,0.2%
1464,Szmyt,1,0.1%
1192,Janža,1,0.1%
2877,Ertlthaler,1,0.1%
2110,Mena,1,0.1%
