player_id,name,captain_count,captain_pct
480,Nowak,10,38.5%
2423,N&#039;Diaye,5,19.2%
2671,Czubak,4,15.4%
1475,Ishak,2,7.7%
2476,Braut Brunes,2,7.7%
2234,Gholizadeh,1,3.8%
303,Stępiński,1,3.8%
765,Imaz,1,3.8%
