player_id,name,team,position,popularity_pct,price,price_change,round,opponent,minutes,goals,assists,assist_lotto,yellow_cards,red_cards,points,played
1,Rafał Dobroliński,Cracovia,Bramkarz,0%,1.0,,19,BBT (W),0,0,0,0,0,0,0,False
1,Rafał Dobroliński,Cracovia,Bramkarz,0%,1.0,,20,LGD (W),0,0,0,0,0,0,0,False
1,Rafał Dobroliński,Cracovia,Bramkarz,0%,1.0,,21,JAG (D),0,0,0,0,0,0,0,False
1,Rafał Dobroliński,Cracovia,Bramkarz,0%,1.0,,22,WID (W),0,0,0,0,0,0,0,False
1,Rafał Dobroliński,Cracovia,Bramkarz,0%,1.0,,23,PIA (D),0,0,0,0,0,0,0,False
1,Rafał Dobroliński,Cracovia,Bramkarz,0%,1.0,,24,LEG (W),0,0,0,0,0,0,0,False
1,Rafał Dobroliński,Cracovia,Bramkarz,0%,1.0,,25,WPŁ (D),0,0,0,0,0,0,0,False
1,Rafał Dobroliński,Cracovia,Bramkarz,0%,1.0,,26,GKS (D),0,0,0,0,0,0,0,False
1,Rafał Dobroliński,Cracovia,Bramkarz,0%,1.0,,27,GÓR (W),0,0,0,0,0,0,0,False
1,Rafał Dobroliński,Cracovia,Bramkarz,0%,1.0,,28,ARK (D),0,0,0,0,0,0,0,False
1,Rafał Dobroliński,Cracovia,Bramkarz,0%,1.0,,29,RCZ (W),0,0,0,0,0,0,0,False
1,Rafał Dobroliński,Cracovia,Bramkarz,0%,1.0,,30,POG (D),0,0,0,0,0,0,0,False
1,Rafał Dobroliński,Cracovia,Bramkarz,0%,1.0,,31,ZAG (W),0,0,0,0,0,0,0,False
1,Rafał Dobroliński,Cracovia,Bramkarz,0%,1.0,,32,RAD (D),0,0,0,0,0,0,0,False
1,Rafał Dobroliński,Cracovia,Bramkarz,0%,1.0,,33,MOT (W),0,0,0,0,0,0,0,False
1,Rafał Dobroliński,Cracovia,Bramkarz,0%,1.0,,34,KOR (D),0,0,0,0,0,0,0,False
2,Damian Drzewiecki,Cracovia,Bramkarz,0%,0.7,,19,BBT (W),0,0,0,0,0,0,0,False
2,Damian Drzewiecki,Cracovia,Bramkarz,0%,0.7,,20,LGD (W),0,0,0,0,0,0,0,False
2,Damian Drzewiecki,Cracovia,Bramkarz,0%,0.7,,21,JAG (D),0,0,0,0,0,0,0,False
2,Damian Drzewiecki,Cracovia,Bramkarz,0%,0.7,,22,WID (W),0,0,0,0,0,0,0,False
