player_id,name,team,position,total_points,price,points_per_price,popularity_pct,stats_url,form
480,Bartosz Nowak,GKS Katowice,Pomocnik,32,2.5,12.8,65%,https://fantasy.ekstraklasa.org/player/480,"[{'r': 19, 'pts': 13, 'p': True}, {'r': 19, 'pts': 0, 'p': False}, {'r': 20, 'pts': 7, 'p': True}, {'r': 21, 'pts': 6, 'p': True}, {'r': 22, 'pts': 6, 'p': True}]"
2234,Ali Gholizadeh,Lech Poznań,Pomocnik,32,2.4,13.33,39%,https://fantasy.ekstraklasa.org/player/2234,"[{'r': 19, 'pts': 7, 'p': True}, {'r': 19, 'pts': 1, 'p': True}, {'r': 20, 'pts': 2, 'p': True}, {'r': 21, 'pts': 13, 'p': True}, {'r': 22, 'pts': 9, 'p': True}]"
2110,Camilo Mena,Lechia Gdańsk,Pomocnik,29,2.3,12.61,44%,https://fantasy.ekstraklasa.org/player/2110,"[{'r': 19, 'pts': 9, 'p': True}, {'r': 20, 'pts': 2, 'p': True}, {'r': 21, 'pts': 14, 'p': True}, {'r': 22, 'pts': 2, 'p': True}]"
1010,Jorge Félix Garcia,Piast Gliwice,Pomocnik,27,1.8,15.0,6%,https://fantasy.ekstraklasa.org/player/1010,"[{'r': 19, 'pts': 1, 'p': True}, {'r': 19, 'pts': 6, 'p': True}, {'r': 20, 'pts': 9, 'p': True}, {'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 2, 'p': True}]"
2205,Afimico Pululu,Jagiellonia Białystok,Napastnik,27,2.5,10.8,55%,https://fantasy.ekstraklasa.org/player/2205,"[{'r': 19, 'pts': 10, 'p': True}, {'r': 19, 'pts': 0, 'p': False}, {'r': 20, 'pts': 11, 'p': True}, {'r': 21, 'pts': 1, 'p': True}, {'r': 22, 'pts': 5, 'p': True}]"
1757,Bartosz Mrozek,Lech Poznań,Bramkarz,26,2.1,12.38,20%,https://fantasy.ekstraklasa.org/player/1757,"[{'r': 19, 'pts': 2, 'p': True}, {'r': 19, 'pts': 6, 'p': True}, {'r': 20, 'pts': 7, 'p': True}, {'r': 21, 'pts': 8, 'p': True}, {'r': 22, 'pts': 3, 'p': True}]"
2423,Mbaye N'Diaye,Motor Lublin,Pomocnik,25,1.8,13.89,27%,https://fantasy.ekstraklasa.org/player/2423,"[{'r': 19, 'pts': 9, 'p': True}, {'r': 20, 'pts': 7, 'p': True}, {'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 7, 'p': True}]"
130,Jasmin Burić,Zagłębie Lubin,Bramkarz,23,1.8,12.78,6%,https://fantasy.ekstraklasa.org/player/130,"[{'r': 19, 'pts': 2, 'p': True}, {'r': 20, 'pts': 4, 'p': True}, {'r': 21, 'pts': 8, 'p': True}, {'r': 22, 'pts': 9, 'p': True}]"
790,František Plach,Piast Gliwice,Bramkarz,23,2.0,11.5,13%,https://fantasy.ekstraklasa.org/player/790,"[{'r': 19, 'pts': 3, 'p': True}, {'r': 19, 'pts': 8, 'p': True}, {'r': 20, 'pts': 6, 'p': True}, {'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 2, 'p': True}]"
2719,Leandro Sanca,Piast Gliwice,Pomocnik,23,1.8,12.78,1%,https://fantasy.ekstraklasa.org/player/2719,"[{'r': 19, 'pts': 5, 'p': True}, {'r': 19, 'pts': 4, 'p': True}, {'r': 20, 'pts': 2, 'p': True}, {'r': 21, 'pts': 1, 'p': True}, {'r': 22, 'pts': 6, 'p': True}]"
303,Mariusz Stępiński,Korona Kielce,Napastnik,22,2.2,10.0,46%,https://fantasy.ekstraklasa.org/player/303,"[{'r': 19, 'pts': 12, 'p': True}, {'r': 20, 'pts': 2, 'p': True}, {'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 6, 'p': True}]"
994,Lukas Klemenz,GKS Katowice,Obrońca,22,1.9,11.58,12%,https://fantasy.ekstraklasa.org/player/994,"[{'r': 19, 'pts': 6, 'p': True}, {'r': 19, 'pts': 0, 'p': False}, {'r': 20, 'pts': 13, 'p': True}, {'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 1, 'p': True}]"
