player_id,name,team,position,total_points,price,points_per_price,popularity_pct,stats_url,form
480,Bartosz Nowak,GKS Katowice,Pomocnik,54,2.6,20.77,69%,https://fantasy.ekstraklasa.org/player/480,"[{'r': 20, 'pts': 7, 'p': True}, {'r': 21, 'pts': 6, 'p': True}, {'r': 22, 'pts': 6, 'p': True}, {'r': 23, 'pts': 9, 'p': True}, {'r': 24, 'pts': 6, 'p': True}]"
951,Arkadiusz Jędrych,GKS Katowice,Obrońca,43,2.0,21.5,20%,https://fantasy.ekstraklasa.org/player/951,"[{'r': 20, 'pts': 6, 'p': True}, {'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 1, 'p': True}, {'r': 23, 'pts': 10, 'p': True}, {'r': 24, 'pts': 12, 'p': True}]"
827,Mateusz Grzybek,Zagłębie Lubin,Obrońca,41,1.8,22.78,27%,https://fantasy.ekstraklasa.org/player/827,"[{'r': 20, 'pts': 2, 'p': True}, {'r': 21, 'pts': 5, 'p': True}, {'r': 22, 'pts': 12, 'p': True}, {'r': 23, 'pts': 19, 'p': True}, {'r': 24, 'pts': 3, 'p': True}]"
2234,Ali Gholizadeh,Lech Poznań,Pomocnik,39,2.4,16.25,46%,https://fantasy.ekstraklasa.org/player/2234,"[{'r': 20, 'pts': 2, 'p': True}, {'r': 21, 'pts': 13, 'p': True}, {'r': 22, 'pts': 9, 'p': True}, {'r': 23, 'pts': 7, 'p': True}, {'r': 24, 'pts': 0, 'p': True}]"
2423,Mbaye N'Diaye,Motor Lublin,Pomocnik,39,1.9,20.53,29%,https://fantasy.ekstraklasa.org/player/2423,"[{'r': 20, 'pts': 7, 'p': True}, {'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 7, 'p': True}, {'r': 23, 'pts': 9, 'p': True}, {'r': 24, 'pts': 0, 'p': False}]"
994,Lukas Klemenz,GKS Katowice,Obrońca,37,1.9,19.47,17%,https://fantasy.ekstraklasa.org/player/994,"[{'r': 20, 'pts': 13, 'p': True}, {'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 1, 'p': True}, {'r': 23, 'pts': 3, 'p': True}, {'r': 24, 'pts': 6, 'p': True}]"
2205,Afimico Pululu,Jagiellonia Białystok,Napastnik,37,2.5,14.8,60%,https://fantasy.ekstraklasa.org/player/2205,"[{'r': 20, 'pts': 11, 'p': True}, {'r': 21, 'pts': 1, 'p': True}, {'r': 22, 'pts': 5, 'p': True}, {'r': 23, 'pts': 7, 'p': True}, {'r': 24, 'pts': 2, 'p': True}]"
2424,Bartosz Wolski,Motor Lublin,Pomocnik,34,1.9,17.89,6%,https://fantasy.ekstraklasa.org/player/2424,"[{'r': 20, 'pts': 2, 'p': True}, {'r': 21, 'pts': 7, 'p': True}, {'r': 22, 'pts': 6, 'p': True}, {'r': 23, 'pts': 4, 'p': True}, {'r': 24, 'pts': 3, 'p': True}]"
130,Jasmin Burić,Zagłębie Lubin,Bramkarz,33,1.8,18.33,14%,https://fantasy.ekstraklasa.org/player/130,"[{'r': 20, 'pts': 4, 'p': True}, {'r': 21, 'pts': 8, 'p': True}, {'r': 22, 'pts': 9, 'p': True}, {'r': 23, 'pts': 7, 'p': True}, {'r': 24, 'pts': 3, 'p': True}]"
2110,Camilo Mena,Lechia Gdańsk,Pomocnik,33,2.3,14.35,37%,https://fantasy.ekstraklasa.org/player/2110,"[{'r': 20, 'pts': 2, 'p': True}, {'r': 21, 'pts': 14, 'p': True}, {'r': 22, 'pts': 2, 'p': True}, {'r': 23, 'pts': 2, 'p': True}, {'r': 24, 'pts': 4, 'p': True}]"
