player_id,name,position,in_squad_count,in_starting_count,captain_count,squad_pct,starting_pct,captain_pct
480,Nowak,3,25,25,13,96.2%,96.2%,50.0%
2671,Czubak,4,23,22,2,88.5%,84.6%,7.7%
951,Jędrych,2,21,18,0,80.8%,69.2%,0.0%
2234,Gholizadeh,3,21,21,0,80.8%,80.8%,0.0%
2423,N&#039;Diaye,3,18,16,0,69.2%,61.5%,0.0%
2560,Ciszek,,17,0,0,65.4%,0.0%,0.0%
860,Długosz,2,14,10,0,53.8%,38.5%,0.0%
130,Burić,1,12,12,0,46.2%,46.2%,0.0%
2598,Matysek,,12,0,0,46.2%,0.0%,0.0%
2205,Pululu,4,12,11,1,46.2%,42.3%,3.8%
2476,Braut Brunes,4,11,11,3,42.3%,42.3%,11.5%
2411,Bobček,4,10,10,1,38.5%,38.5%,3.8%
2780,Ćirković,3,10,8,0,38.5%,30.8%,0.0%
765,Imaz,3,8,8,4,30.8%,30.8%,15.4%
563,Wasielewski,2,8,6,0,30.8%,23.1%,0.0%
1192,Janža,,8,6,0,30.8%,23.1%,0.0%
2123,Gurgul,2,8,4,0,30.8%,15.4%,0.0%
1540,Wojtuszek,2,7,7,0,26.9%,26.9%,0.0%
2562,Mazurek,,6,2,0,23.1%,7.7%,0.0%
1569,Wójcik,2,5,5,0,19.2%,19.2%,0.0%
1757,Mrozek,1,5,4,0,19.2%,15.4%,0.0%
1299,Carlos,2,5,4,0,19.2%,15.4%,0.0%
827,Grzybek,,5,3,0,19.2%,11.5%,0.0%
2481,Hasić,3,5,5,0,19.2%,19.2%,0.0%
1475,Ishak,4,5,5,2,19.2%,19.2%,7.7%
2366,Golonka,,4,0,0,15.4%,0.0%,0.0%
1010,Félix Garcia,3,4,4,0,15.4%,15.4%,0.0%
1280,Michalski,2,4,4,0,15.4%,15.4%,0.0%
2698,Bengtsson,3,4,3,0,15.4%,11.5%,0.0%
701,Kun,2,4,1,0,15.4%,3.8%,0.0%
2477,Reguła,3,4,4,0,15.4%,15.4%,0.0%
774,Bergier,4,3,2,0,11.5%,7.7%,0.0%
2727,Ława,,3,0,0,11.5%,0.0%,0.0%
2608,Vereshchak,,3,0,0,11.5%,0.0%,0.0%
2708,Rajović,4,3,3,0,11.5%,11.5%,0.0%
992,Wiśniewski,2,3,2,0,11.5%,7.7%,0.0%
1909,Adamski,4,3,3,0,11.5%,11.5%,0.0%
2805,Hindrich,1,3,3,0,11.5%,11.5%,0.0%
2603,Kubiak,3,3,2,0,11.5%,7.7%,0.0%
2829,Urbański,,2,0,0,7.7%,0.0%,0.0%
2225,Álvarez,3,2,2,0,7.7%,7.7%,0.0%
2530,Lewandowski,,2,0,0,7.7%,0.0%,0.0%
1573,Milić,2,2,2,0,7.7%,7.7%,0.0%
2659,Łubik,,2,1,0,7.7%,3.8%,0.0%
2424,Wolski,3,2,2,0,7.7%,7.7%,0.0%
2790,Kaczorowski,,2,0,0,7.7%,0.0%,0.0%
1928,Svarnas,2,2,1,0,7.7%,3.8%,0.0%
2759,Markovic,3,2,2,0,7.7%,7.7%,0.0%
2367,Mońka,,2,1,0,7.7%,3.8%,0.0%
