player_id,name,team,position,total_points,price,points_per_price,popularity_pct,stats_url,form
480,Bartosz Nowak,GKS Katowice,Pomocnik,47,2.6,18.08,68%,https://fantasy.ekstraklasa.org/player/480,"[{'r': 19, 'pts': 0, 'p': False}, {'r': 20, 'pts': 7, 'p': True}, {'r': 21, 'pts': 6, 'p': True}, {'r': 22, 'pts': 6, 'p': True}, {'r': 23, 'pts': 9, 'p': True}]"
951,Arkadiusz Jędrych,GKS Katowice,Obrońca,43,1.9,22.63,27%,https://fantasy.ekstraklasa.org/player/951,"[{'r': 19, 'pts': 0, 'p': False}, {'r': 20, 'pts': 6, 'p': True}, {'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 1, 'p': True}, {'r': 23, 'pts': 10, 'p': True}]"
827,Mateusz Grzybek,Zagłębie Lubin,Obrońca,41,1.8,22.78,24%,https://fantasy.ekstraklasa.org/player/827,"[{'r': 19, 'pts': 0, 'p': False}, {'r': 20, 'pts': 2, 'p': True}, {'r': 21, 'pts': 5, 'p': True}, {'r': 22, 'pts': 12, 'p': True}, {'r': 23, 'pts': 19, 'p': True}]"
2234,Ali Gholizadeh,Lech Poznań,Pomocnik,39,2.4,16.25,47%,https://fantasy.ekstraklasa.org/player/2234,"[{'r': 19, 'pts': 1, 'p': True}, {'r': 20, 'pts': 2, 'p': True}, {'r': 21, 'pts': 13, 'p': True}, {'r': 22, 'pts': 9, 'p': True}, {'r': 23, 'pts': 7, 'p': True}]"
2205,Afimico Pululu,Jagiellonia Białystok,Napastnik,36,2.5,14.4,59%,https://fantasy.ekstraklasa.org/player/2205,"[{'r': 19, 'pts': 0, 'p': False}, {'r': 20, 'pts': 11, 'p': True}, {'r': 21, 'pts': 1, 'p': True}, {'r': 22, 'pts': 5, 'p': True}, {'r': 23, 'pts': 7, 'p': True}]"
2423,Mbaye N'Diaye,Motor Lublin,Pomocnik,34,1.9,17.89,20%,https://fantasy.ekstraklasa.org/player/2423,"[{'r': 19, 'pts': 9, 'p': True}, {'r': 20, 'pts': 7, 'p': True}, {'r': 21, 'pts': 2, 'p': True}, {'r': 22, 'pts': 7, 'p': True}, {'r': 23, 'pts': 9, 'p': True}]"
130,Jasmin Burić,Zagłębie Lubin,Bramkarz,33,1.8,18.33,12%,https://fantasy.ekstraklasa.org/player/130,"[{'r': 19, 'pts': 2, 'p': True}, {'r': 20, 'pts': 4, 'p': True}, {'r': 21, 'pts': 8, 'p': True}, {'r': 22, 'pts': 9, 'p': True}, {'r': 23, 'pts': 7, 'p': True}]"
2110,Camilo Mena,Lechia Gdańsk,Pomocnik,33,2.3,14.35,41%,https://fantasy.ekstraklasa.org/player/2110,"[{'r': 19, 'pts': 9, 'p': True}, {'r': 20, 'pts': 2, 'p': True}, {'r': 21, 'pts': 14, 'p': True}, {'r': 22, 'pts': 2, 'p': True}, {'r': 23, 'pts': 2, 'p': True}]"
1280,Damian Michalski,Zagłębie Lubin,Obrońca,32,1.8,17.78,3%,https://fantasy.ekstraklasa.org/player/1280,"[{'r': 19, 'pts': 1, 'p': True}, {'r': 20, 'pts': 5, 'p': True}, {'r': 21, 'pts': 5, 'p': True}, {'r': 22, 'pts': 6, 'p': True}, {'r': 23, 'pts': 5, 'p': True}]"
2552,Konstantínos Sotiríou,Korona Kielce,Obrońca,32,2.0,16.0,5%,https://fantasy.ekstraklasa.org/player/2552,"[{'r': 19, 'pts': 3, 'p': True}, {'r': 20, 'pts': 3, 'p': True}, {'r': 21, 'pts': 10, 'p': True}, {'r': 22, 'pts': 1, 'p': True}, {'r': 23, 'pts': 1, 'p': True}]"
