player_id,name,captain_count,captain_pct
2205,Pululu,242,24.2%
480,Nowak,154,15.4%
303,Stępiński,135,13.5%
765,Imaz,120,12.0%
860,Długosz,61,6.1%
2411,Bobček,61,6.1%
2234,Gholizadeh,55,5.5%
2671,Czubak,51,5.1%
1475,Ishak,30,3.0%
1539,López,29,2.9%
2476,Braut Brunes,25,2.5%
2110,Mena,17,1.7%
1360,Chodyna,2,0.2%
1909,Adamski,2,0.2%
827,Grzybek,2,0.2%
2424,Wolski,2,0.2%
2708,Rajović,1,0.1%
2668,Svetlin,1,0.1%
2775,Ronaldo,1,0.1%
1363,Wdowik,1,0.1%
2733,Palma,1,0.1%
2637,Kamiński,1,0.1%
2552,Sotiríou,1,0.1%
2717,Rodríguez,1,0.1%
951,Jędrych,1,0.1%
2483,Capita,1,0.1%
1782,Maurides,1,0.1%
