player_id,name,captain_count,captain_pct
480,Nowak,12,40.0%
1987,Sánchez,7,23.3%
774,Bergier,3,10.0%
1529,Fornalczyk,1,3.3%
1092,Samiec-Talar,1,3.3%
2943,González,1,3.3%
765,Imaz,1,3.3%
1880,Szkurin,1,3.3%
2423,N&#039;Diaye,1,3.3%
1507,Zjawiński,1,3.3%
1319,Wszołek,1,3.3%
