player_id,name,team,position,total_points,price,points_per_price,popularity_pct,stats_url,form
480,Bartosz Nowak,GKS Katowice,Pomocnik,67,2.7,24.81,71%,https://fantasy.ekstraklasa.org/player/480,"[{'r': 23, 'pts': 9, 'p': True}, {'r': 24, 'pts': 6, 'p': True}, {'r': 25, 'pts': 8, 'p': True}, {'r': 26, 'pts': 2, 'p': True}, {'r': 27, 'pts': 8, 'p': True}]"
2234,Ali Gholizadeh,Lech Poznań,Pomocnik,55,2.4,22.92,51%,https://fantasy.ekstraklasa.org/player/2234,"[{'r': 23, 'pts': 7, 'p': True}, {'r': 24, 'pts': 0, 'p': True}, {'r': 25, 'pts': 4, 'p': True}, {'r': 26, 'pts': 9, 'p': True}, {'r': 27, 'pts': 3, 'p': True}]"
951,Arkadiusz Jędrych,GKS Katowice,Obrońca,52,2.0,26.0,34%,https://fantasy.ekstraklasa.org/player/951,"[{'r': 23, 'pts': 10, 'p': True}, {'r': 24, 'pts': 12, 'p': True}, {'r': 25, 'pts': 0, 'p': False}, {'r': 26, 'pts': 2, 'p': True}, {'r': 27, 'pts': 6, 'p': True}]"
994,Lukas Klemenz,GKS Katowice,Obrońca,51,1.9,26.84,18%,https://fantasy.ekstraklasa.org/player/994,"[{'r': 23, 'pts': 3, 'p': True}, {'r': 24, 'pts': 6, 'p': True}, {'r': 25, 'pts': 6, 'p': True}, {'r': 26, 'pts': 0, 'p': True}, {'r': 27, 'pts': 13, 'p': True}]"
2423,Mbaye N'Diaye,Motor Lublin,Pomocnik,51,2.0,25.5,38%,https://fantasy.ekstraklasa.org/player/2423,"[{'r': 23, 'pts': 9, 'p': True}, {'r': 24, 'pts': 0, 'p': False}, {'r': 25, 'pts': 5, 'p': True}, {'r': 26, 'pts': 10, 'p': True}, {'r': 27, 'pts': 2, 'p': True}]"
2780,Aleksandar Ćirković,Lechia Gdańsk,Pomocnik,49,1.9,25.79,10%,https://fantasy.ekstraklasa.org/player/2780,"[{'r': 23, 'pts': 5, 'p': True}, {'r': 24, 'pts': 15, 'p': True}, {'r': 25, 'pts': 2, 'p': True}, {'r': 26, 'pts': 7, 'p': True}, {'r': 27, 'pts': 9, 'p': True}]"
2698,Leo Bengtsson,Lech Poznań,Pomocnik,48,2.2,21.82,8%,https://fantasy.ekstraklasa.org/player/2698,"[{'r': 23, 'pts': 3, 'p': True}, {'r': 24, 'pts': 2, 'p': True}, {'r': 25, 'pts': 6, 'p': True}, {'r': 26, 'pts': 14, 'p': True}, {'r': 27, 'pts': 3, 'p': True}]"
1010,Jorge Félix Garcia,Piast Gliwice,Pomocnik,46,1.9,24.21,15%,https://fantasy.ekstraklasa.org/player/1010,"[{'r': 23, 'pts': 7, 'p': True}, {'r': 24, 'pts': 2, 'p': True}, {'r': 25, 'pts': 3, 'p': True}, {'r': 26, 'pts': 12, 'p': True}, {'r': 27, 'pts': 2, 'p': True}]"
2671,Karol Czubak,Motor Lublin,Napastnik,44,2.9,15.17,42%,https://fantasy.ekstraklasa.org/player/2671,"[{'r': 23, 'pts': 7, 'p': True}, {'r': 24, 'pts': 2, 'p': True}, {'r': 25, 'pts': 7, 'p': True}, {'r': 26, 'pts': 6, 'p': True}, {'r': 27, 'pts': 6, 'p': True}]"
827,Mateusz Grzybek,Zagłębie Lubin,Obrońca,43,1.8,23.89,26%,https://fantasy.ekstraklasa.org/player/827,"[{'r': 23, 'pts': 19, 'p': True}, {'r': 24, 'pts': 3, 'p': True}, {'r': 25, 'pts': 2, 'p': True}, {'r': 26, 'pts': 0, 'p': False}, {'r': 27, 'pts': 0, 'p': False}]"
2281,Sebastian Kerk,Arka Gdynia,Pomocnik,43,2.0,21.5,4%,https://fantasy.ekstraklasa.org/player/2281,"[{'r': 23, 'pts': 2, 'p': True}, {'r': 24, 'pts': 8, 'p': True}, {'r': 25, 'pts': 3, 'p': True}, {'r': 26, 'pts': 2, 'p': True}, {'r': 27, 'pts': 9, 'p': True}]"
1435,Rafał Strączek,GKS Katowice,Bramkarz,42,1.9,22.11,6%,https://fantasy.ekstraklasa.org/player/1435,"[{'r': 23, 'pts': 4, 'p': True}, {'r': 24, 'pts': 6, 'p': True}, {'r': 25, 'pts': 6, 'p': True}, {'r': 26, 'pts': 2, 'p': True}, {'r': 27, 'pts': 7, 'p': True}]"
1757,Bartosz Mrozek,Lech Poznań,Bramkarz,42,2.1,20.0,20%,https://fantasy.ekstraklasa.org/player/1757,"[{'r': 23, 'pts': -1, 'p': True}, {'r': 24, 'pts': 1, 'p': True}, {'r': 25, 'pts': 6, 'p': True}, {'r': 26, 'pts': 4, 'p': True}, {'r': 27, 'pts': 6, 'p': True}]"
2205,Afimico Pululu,Jagiellonia Białystok,Napastnik,42,2.5,16.8,54%,https://fantasy.ekstraklasa.org/player/2205,"[{'r': 23, 'pts': 7, 'p': True}, {'r': 24, 'pts': 2, 'p': True}, {'r': 25, 'pts': 1, 'p': True}, {'r': 26, 'pts': 1, 'p': True}, {'r': 27, 'pts': 1, 'p': True}]"
2747,Hugo Vallejo,Piast Gliwice,Pomocnik,42,1.8,23.33,10%,https://fantasy.ekstraklasa.org/player/2747,"[{'r': 23, 'pts': 3, 'p': True}, {'r': 24, 'pts': 2, 'p': True}, {'r': 25, 'pts': 14, 'p': True}, {'r': 26, 'pts': 3, 'p': True}, {'r': 27, 'pts': 2, 'p': True}]"
633,Mateusz Wdowiak,GKS Katowice,Pomocnik,40,1.8,22.22,5%,https://fantasy.ekstraklasa.org/player/633,"[{'r': 23, 'pts': 3, 'p': True}, {'r': 24, 'pts': 4, 'p': True}, {'r': 25, 'pts': 9, 'p': True}, {'r': 26, 'pts': 2, 'p': True}, {'r': 27, 'pts': 4, 'p': True}]"
2424,Bartosz Wolski,Motor Lublin,Pomocnik,40,1.9,21.05,7%,https://fantasy.ekstraklasa.org/player/2424,"[{'r': 23, 'pts': 4, 'p': True}, {'r': 24, 'pts': 3, 'p': True}, {'r': 25, 'pts': 8, 'p': True}, {'r': 26, 'pts': 4, 'p': True}, {'r': 27, 'pts': 2, 'p': True}]"
2450,Ivan Brkić,Motor Lublin,Bramkarz,40,1.9,21.05,6%,https://fantasy.ekstraklasa.org/player/2450,"[{'r': 23, 'pts': 8, 'p': True}, {'r': 24, 'pts': 5, 'p': True}, {'r': 25, 'pts': 6, 'p': True}, {'r': 26, 'pts': 6, 'p': True}, {'r': 27, 'pts': 2, 'p': True}]"
563,Marcin Wasielewski,GKS Katowice,Obrońca,39,1.9,20.53,15%,https://fantasy.ekstraklasa.org/player/563,"[{'r': 23, 'pts': 3, 'p': True}, {'r': 24, 'pts': 6, 'p': True}, {'r': 25, 'pts': 6, 'p': True}, {'r': 26, 'pts': 2, 'p': True}, {'r': 27, 'pts': 5, 'p': True}]"
2794,Lukáš Sadílek,Górnik Zabrze,Pomocnik,39,1.8,21.67,2%,https://fantasy.ekstraklasa.org/player/2794,"[{'r': 23, 'pts': 2, 'p': True}, {'r': 24, 'pts': 1, 'p': True}, {'r': 25, 'pts': 14, 'p': True}, {'r': 26, 'pts': 2, 'p': True}, {'r': 27, 'pts': 9, 'p': True}]"
130,Jasmin Burić,Zagłębie Lubin,Bramkarz,38,1.8,21.11,17%,https://fantasy.ekstraklasa.org/player/130,"[{'r': 23, 'pts': 7, 'p': True}, {'r': 24, 'pts': 3, 'p': True}, {'r': 25, 'pts': 3, 'p': True}, {'r': 26, 'pts': 2, 'p': True}, {'r': 27, 'pts': 0, 'p': True}]"
184,Rafał Wolski,Radomiak Radom,Pomocnik,38,2.1,18.1,4%,https://fantasy.ekstraklasa.org/player/184,"[{'r': 23, 'pts': 0, 'p': False}, {'r': 24, 'pts': 1, 'p': True}, {'r': 25, 'pts': 5, 'p': True}, {'r': 26, 'pts': 7, 'p': True}, {'r': 27, 'pts': 7, 'p': True}]"
765,Jesús Imaz,Jagiellonia Białystok,Pomocnik,38,4.2,9.05,26%,https://fantasy.ekstraklasa.org/player/765,"[{'r': 23, 'pts': 2, 'p': True}, {'r': 24, 'pts': 2, 'p': True}, {'r': 25, 'pts': 7, 'p': True}, {'r': 26, 'pts': 2, 'p': True}, {'r': 27, 'pts': 3, 'p': True}]"
1192,Erik Janža,Górnik Zabrze,Obrońca,38,2.2,17.27,27%,https://fantasy.ekstraklasa.org/player/1192,"[{'r': 23, 'pts': 0, 'p': False}, {'r': 24, 'pts': 5, 'p': True}, {'r': 25, 'pts': 7, 'p': True}, {'r': 26, 'pts': 5, 'p': True}, {'r': 27, 'pts': 6, 'p': True}]"
1475,Mikael Ishak,Lech Poznań,Napastnik,38,4.1,9.27,28%,https://fantasy.ekstraklasa.org/player/1475,"[{'r': 23, 'pts': 9, 'p': True}, {'r': 24, 'pts': 1, 'p': True}, {'r': 25, 'pts': 8, 'p': True}, {'r': 26, 'pts': 5, 'p': True}, {'r': 27, 'pts': 2, 'p': True}]"
2481,Ajdin Hasić,Cracovia,Pomocnik,38,2.1,18.1,6%,https://fantasy.ekstraklasa.org/player/2481,"[{'r': 23, 'pts': 2, 'p': True}, {'r': 24, 'pts': 1, 'p': True}, {'r': 25, 'pts': 7, 'p': True}, {'r': 26, 'pts': 9, 'p': True}, {'r': 27, 'pts': 2, 'p': True}]"
303,Mariusz Stępiński,Korona Kielce,Napastnik,37,2.2,16.82,42%,https://fantasy.ekstraklasa.org/player/303,"[{'r': 23, 'pts': 2, 'p': True}, {'r': 24, 'pts': 2, 'p': True}, {'r': 25, 'pts': 2, 'p': True}, {'r': 26, 'pts': 7, 'p': True}, {'r': 27, 'pts': 2, 'p': True}]"
2408,Rifet Kapić,Lechia Gdańsk,Pomocnik,37,1.9,19.47,2%,https://fantasy.ekstraklasa.org/player/2408,"[{'r': 23, 'pts': 4, 'p': True}, {'r': 24, 'pts': 10, 'p': True}, {'r': 25, 'pts': 2, 'p': True}, {'r': 26, 'pts': 3, 'p': True}, {'r': 27, 'pts': 8, 'p': True}]"
2775,Fábio Ronaldo,Motor Lublin,Pomocnik,37,2.0,18.5,4%,https://fantasy.ekstraklasa.org/player/2775,"[{'r': 23, 'pts': 3, 'p': True}, {'r': 24, 'pts': 3, 'p': True}, {'r': 25, 'pts': 5, 'p': True}, {'r': 26, 'pts': 4, 'p': True}, {'r': 27, 'pts': 2, 'p': True}]"
1280,Damian Michalski,Zagłębie Lubin,Obrońca,36,1.9,18.95,6%,https://fantasy.ekstraklasa.org/player/1280,"[{'r': 23, 'pts': 5, 'p': True}, {'r': 24, 'pts': 10, 'p': True}, {'r': 25, 'pts': 2, 'p': True}, {'r': 26, 'pts': 2, 'p': True}, {'r': 27, 'pts': 0, 'p': True}]"
2679,Paul Mukairu,Pogoń Szczecin,Pomocnik,36,2.0,18.0,2%,https://fantasy.ekstraklasa.org/player/2679,"[{'r': 23, 'pts': 4, 'p': True}, {'r': 24, 'pts': 2, 'p': True}, {'r': 25, 'pts': 3, 'p': True}, {'r': 26, 'pts': 7, 'p': True}, {'r': 27, 'pts': 2, 'p': True}]"
2717,Pablo Rodríguez,Lech Poznań,Pomocnik,36,1.9,18.95,6%,https://fantasy.ekstraklasa.org/player/2717,"[{'r': 23, 'pts': 3, 'p': True}, {'r': 24, 'pts': 0, 'p': True}, {'r': 25, 'pts': 4, 'p': True}, {'r': 26, 'pts': 6, 'p': True}, {'r': 27, 'pts': 3, 'p': True}]"
2110,Camilo Mena,Lechia Gdańsk,Pomocnik,35,2.3,15.22,15%,https://fantasy.ekstraklasa.org/player/2110,"[{'r': 23, 'pts': 2, 'p': True}, {'r': 24, 'pts': 4, 'p': True}, {'r': 25, 'pts': 0, 'p': False}, {'r': 26, 'pts': 0, 'p': False}, {'r': 27, 'pts': 2, 'p': True}]"
2123,Michał Gurgul,Lech Poznań,Obrońca,35,1.8,19.44,21%,https://fantasy.ekstraklasa.org/player/2123,"[{'r': 23, 'pts': 3, 'p': True}, {'r': 24, 'pts': 1, 'p': True}, {'r': 25, 'pts': 2, 'p': True}, {'r': 26, 'pts': 3, 'p': True}, {'r': 27, 'pts': 5, 'p': True}]"
2719,Leandro Sanca,Piast Gliwice,Pomocnik,35,1.8,19.44,1%,https://fantasy.ekstraklasa.org/player/2719,"[{'r': 23, 'pts': 5, 'p': True}, {'r': 24, 'pts': 2, 'p': True}, {'r': 25, 'pts': 2, 'p': True}, {'r': 26, 'pts': 7, 'p': True}, {'r': 27, 'pts': 1, 'p': True}]"
991,Tomasz Neugebauer,Lechia Gdańsk,Pomocnik,34,1.7,20.0,2%,https://fantasy.ekstraklasa.org/player/991,"[{'r': 23, 'pts': 1, 'p': True}, {'r': 24, 'pts': 2, 'p': True}, {'r': 25, 'pts': 2, 'p': True}, {'r': 26, 'pts': 8, 'p': True}, {'r': 27, 'pts': 5, 'p': True}]"
2163,Marcel Pięczek,Korona Kielce,Obrońca,34,1.8,18.89,1%,https://fantasy.ekstraklasa.org/player/2163,"[{'r': 23, 'pts': 1, 'p': True}, {'r': 24, 'pts': 9, 'p': True}, {'r': 25, 'pts': 1, 'p': True}, {'r': 26, 'pts': 12, 'p': True}, {'r': 27, 'pts': 0, 'p': True}]"
