player_id,name,team,position,total_points,price,points_per_price,popularity_pct,stats_url,form,availability_status,xg_per90,shots_per90,shots_on_target_per90,key_passes_per90,crosses_per90,crosses_accurate_per90
480,Bartosz Nowak,GKS Katowice,Pomocnik,87,2.7,32.22,68%,https://fantasy.ekstraklasa.org/player/480,"[{'r': 29, 'pts': 8, 'p': True}, {'r': 30, 'pts': 2, 'p': True}, {'r': 31, 'pts': 5, 'p': True}, {'r': 32, 'pts': 3, 'p': True}, {'r': 33, 'pts': 0, 'p': False}]",,,,,,,
2424,Bartosz Wolski,Motor Lublin,Pomocnik,77,2.0,38.5,14%,https://fantasy.ekstraklasa.org/player/2424,"[{'r': 29, 'pts': 7, 'p': True}, {'r': 30, 'pts': 2, 'p': True}, {'r': 31, 'pts': 2, 'p': True}, {'r': 32, 'pts': 16, 'p': True}, {'r': 33, 'pts': 8, 'p': True}]",,,,,,,
2205,Afimico Pululu,Jagiellonia Białystok,Napastnik,74,2.5,29.6,56%,https://fantasy.ekstraklasa.org/player/2205,"[{'r': 29, 'pts': 10, 'p': True}, {'r': 30, 'pts': 5, 'p': True}, {'r': 32, 'pts': 3, 'p': True}, {'r': 32, 'pts': 8, 'p': True}, {'r': 33, 'pts': 0, 'p': False}]",,,,,,,
2423,Mbaye N'Diaye,Motor Lublin,Pomocnik,70,2.1,33.33,31%,https://fantasy.ekstraklasa.org/player/2423,"[{'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 2, 'p': True}, {'r': 31, 'pts': 2, 'p': True}, {'r': 32, 'pts': 4, 'p': True}, {'r': 33, 'pts': 2, 'p': True}]",,,,,,,
2671,Karol Czubak,Motor Lublin,Napastnik,70,2.9,24.14,36%,https://fantasy.ekstraklasa.org/player/2671,"[{'r': 29, 'pts': 3, 'p': True}, {'r': 30, 'pts': 2, 'p': True}, {'r': 31, 'pts': 2, 'p': True}, {'r': 32, 'pts': 7, 'p': True}, {'r': 33, 'pts': 10, 'p': True}]",,,,,,,
951,Arkadiusz Jędrych,GKS Katowice,Obrońca,68,2.0,34.0,42%,https://fantasy.ekstraklasa.org/player/951,"[{'r': 29, 'pts': 2, 'p': True}, {'r': 30, 'pts': 9, 'p': True}, {'r': 31, 'pts': 3, 'p': True}, {'r': 32, 'pts': 5, 'p': True}, {'r': 33, 'pts': 0, 'p': False}]",,,,,,,
765,Jesús Imaz,Jagiellonia Białystok,Pomocnik,67,4.2,15.95,26%,https://fantasy.ekstraklasa.org/player/765,"[{'r': 29, 'pts': 15, 'p': True}, {'r': 30, 'pts': 2, 'p': True}, {'r': 32, 'pts': 4, 'p': True}, {'r': 32, 'pts': 6, 'p': True}, {'r': 33, 'pts': 0, 'p': False}]",,,,,,,
2679,Paul Mukairu,Pogoń Szczecin,Pomocnik,66,2.1,31.43,8%,https://fantasy.ekstraklasa.org/player/2679,"[{'r': 29, 'pts': 7, 'p': True}, {'r': 30, 'pts': 2, 'p': True}, {'r': 31, 'pts': 6, 'p': True}, {'r': 32, 'pts': 2, 'p': True}, {'r': 33, 'pts': 4, 'p': True}]",,,,,,,
2698,Leo Bengtsson,Lech Poznań,Pomocnik,66,2.2,30.0,22%,https://fantasy.ekstraklasa.org/player/2698,"[{'r': 29, 'pts': 0, 'p': False}, {'r': 30, 'pts': 4, 'p': True}, {'r': 31, 'pts': 10, 'p': True}, {'r': 32, 'pts': 2, 'p': True}, {'r': 33, 'pts': 0, 'p': False}]",,,,,,,
1475,Mikael Ishak,Lech Poznań,Napastnik,63,4.1,15.37,29%,https://fantasy.ekstraklasa.org/player/1475,"[{'r': 29, 'pts': 3, 'p': True}, {'r': 30, 'pts': 12, 'p': True}, {'r': 31, 'pts': 3, 'p': True}, {'r': 32, 'pts': 5, 'p': True}, {'r': 33, 'pts': 0, 'p': False}]",,,,,,,
