player_id,name,team,position,popularity_pct,price,price_change,round,opponent,minutes,goals,assists,assist_lotto,yellow_cards,red_cards,points,played
86,Taras Romanczuk,Jagiellonia Białystok,Pomocnik,4%,1.9,,1,KOR (D),90,0,0,0,0,0,4,True
86,Taras Romanczuk,Jagiellonia Białystok,Pomocnik,4%,1.9,,2,MOT (W),90,0,0,0,0,0,3,True
86,Taras Romanczuk,Jagiellonia Białystok,Pomocnik,4%,1.9,,3,WID (D),0,0,0,0,0,0,0,False
86,Taras Romanczuk,Jagiellonia Białystok,Pomocnik,4%,1.9,,6,LPO (W),90,0,0,0,0,0,2,True
86,Taras Romanczuk,Jagiellonia Białystok,Pomocnik,4%,1.9,,6,RCZ (W),90,0,0,0,0,0,3,True
86,Taras Romanczuk,Jagiellonia Białystok,Pomocnik,4%,1.9,,7,ŚLA (D),0,0,0,0,0,0,0,False
86,Taras Romanczuk,Jagiellonia Białystok,Pomocnik,4%,1.9,,8,WIS (W),0,0,0,0,0,0,0,False
86,Taras Romanczuk,Jagiellonia Białystok,Pomocnik,4%,1.9,,9,LEG (D),0,0,0,0,0,0,0,False
86,Taras Romanczuk,Jagiellonia Białystok,Pomocnik,4%,1.9,,10,GÓR (D),0,0,0,0,0,0,0,False
86,Taras Romanczuk,Jagiellonia Białystok,Pomocnik,4%,1.9,,11,ZAG (W),0,0,0,0,0,0,0,False
86,Taras Romanczuk,Jagiellonia Białystok,Pomocnik,4%,1.9,,12,WPŁ (D),0,0,0,0,0,0,0,False
86,Taras Romanczuk,Jagiellonia Białystok,Pomocnik,4%,1.9,,13,WIE (W),0,0,0,0,0,0,0,False
86,Taras Romanczuk,Jagiellonia Białystok,Pomocnik,4%,1.9,,14,GKS (D),0,0,0,0,0,0,0,False
86,Taras Romanczuk,Jagiellonia Białystok,Pomocnik,4%,1.9,,15,CRA (W),0,0,0,0,0,0,0,False
86,Taras Romanczuk,Jagiellonia Białystok,Pomocnik,4%,1.9,,16,RAD (D),0,0,0,0,0,0,0,False
86,Taras Romanczuk,Jagiellonia Białystok,Pomocnik,4%,1.9,,17,PIA (W),0,0,0,0,0,0,0,False
86,Taras Romanczuk,Jagiellonia Białystok,Pomocnik,4%,1.9,,18,POG (D),0,0,0,0,0,0,0,False
86,Taras Romanczuk,Jagiellonia Białystok,Pomocnik,4%,1.9,,18,KOR (W),0,0,0,0,0,0,0,False
95,Karol Świderski,Widzew Łódź,Napastnik,18%,2.4,,1,MOT (D),25,0,0,0,0,0,1,True
95,Karol Świderski,Widzew Łódź,Napastnik,18%,2.4,,2,WPŁ (W),90,0,0,0,1,0,1,True
95,Karol Świderski,Widzew Łódź,Napastnik,18%,2.4,,3,JAG (W),90,0,0,0,0,0,3,True
95,Karol Świderski,Widzew Łódź,Napastnik,18%,2.4,,4,KOR (D),90,0,0,0,0,0,2,True
95,Karol Świderski,Widzew Łódź,Napastnik,18%,2.4,,5,ŚLA (W),45,0,1,0,0,0,5,True
95,Karol Świderski,Widzew Łódź,Napastnik,18%,2.4,,6,LPO (D),70,1,0,0,0,0,6,True
95,Karol Świderski,Widzew Łódź,Napastnik,18%,2.4,,7,RAD (D),90,0,0,0,0,0,2,True
95,Karol Świderski,Widzew Łódź,Napastnik,18%,2.4,,8,LEG (W),0,0,0,0,0,0,0,False
95,Karol Świderski,Widzew Łódź,Napastnik,18%,2.4,,9,WIE (D),0,0,0,0,0,0,0,False
95,Karol Świderski,Widzew Łódź,Napastnik,18%,2.4,,10,PIA (W),0,0,0,0,0,0,0,False
95,Karol Świderski,Widzew Łódź,Napastnik,18%,2.4,,11,WIS (D),0,0,0,0,0,0,0,False
95,Karol Świderski,Widzew Łódź,Napastnik,18%,2.4,,12,GÓR (D),0,0,0,0,0,0,0,False
95,Karol Świderski,Widzew Łódź,Napastnik,18%,2.4,,13,GKS (W),0,0,0,0,0,0,0,False
95,Karol Świderski,Widzew Łódź,Napastnik,18%,2.4,,14,POG (D),0,0,0,0,0,0,0,False
95,Karol Świderski,Widzew Łódź,Napastnik,18%,2.4,,15,RCZ (W),0,0,0,0,0,0,0,False
95,Karol Świderski,Widzew Łódź,Napastnik,18%,2.4,,16,ZAG (D),0,0,0,0,0,0,0,False
95,Karol Świderski,Widzew Łódź,Napastnik,18%,2.4,,17,CRA (W),0,0,0,0,0,0,0,False
95,Karol Świderski,Widzew Łódź,Napastnik,18%,2.4,,18,MOT (W),0,0,0,0,0,0,0,False
166,Rafał Janicki,Górnik Zabrze,Obrońca,15%,2.1,,1,ŚLA (D),90,0,0,0,0,0,3,True
166,Rafał Janicki,Górnik Zabrze,Obrońca,15%,2.1,,3,RAD (W),90,0,0,0,0,0,3,True
166,Rafał Janicki,Górnik Zabrze,Obrońca,15%,2.1,,4,WIS (D),90,0,0,1,0,0,5,True
166,Rafał Janicki,Górnik Zabrze,Obrońca,15%,2.1,,6,RCZ (W),90,1,1,0,0,0,13,True
166,Rafał Janicki,Górnik Zabrze,Obrońca,15%,2.1,,6,GKS (D),90,0,1,0,0,0,4,True
166,Rafał Janicki,Górnik Zabrze,Obrońca,15%,2.1,,7,CRA (W),90,0,0,0,1,0,5,True
166,Rafał Janicki,Górnik Zabrze,Obrońca,15%,2.1,,8,KOR (W),0,0,0,0,0,0,0,False
166,Rafał Janicki,Górnik Zabrze,Obrońca,15%,2.1,,8,LPO (D),0,0,0,0,0,0,0,False
166,Rafał Janicki,Górnik Zabrze,Obrońca,15%,2.1,,9,MOT (W),0,0,0,0,0,0,0,False
166,Rafał Janicki,Górnik Zabrze,Obrońca,15%,2.1,,10,JAG (W),0,0,0,0,0,0,0,False
166,Rafał Janicki,Górnik Zabrze,Obrońca,15%,2.1,,11,PIA (D),0,0,0,0,0,0,0,False
166,Rafał Janicki,Górnik Zabrze,Obrońca,15%,2.1,,12,WID (W),0,0,0,0,0,0,0,False
166,Rafał Janicki,Górnik Zabrze,Obrońca,15%,2.1,,13,LEG (D),0,0,0,0,0,0,0,False
166,Rafał Janicki,Górnik Zabrze,Obrońca,15%,2.1,,14,WIE (D),0,0,0,0,0,0,0,False
166,Rafał Janicki,Górnik Zabrze,Obrońca,15%,2.1,,15,ZAG (W),0,0,0,0,0,0,0,False
166,Rafał Janicki,Górnik Zabrze,Obrońca,15%,2.1,,16,WPŁ (D),0,0,0,0,0,0,0,False
166,Rafał Janicki,Górnik Zabrze,Obrońca,15%,2.1,,17,POG (W),0,0,0,0,0,0,0,False
166,Rafał Janicki,Górnik Zabrze,Obrońca,15%,2.1,,18,ŚLA (W),0,0,0,0,0,0,0,False
303,Mariusz Stępiński,Korona Kielce,Napastnik,13%,2.3,,1,JAG (W),67,0,0,0,0,0,2,True
303,Mariusz Stępiński,Korona Kielce,Napastnik,13%,2.3,,3,LEG (D),85,1,0,0,0,0,6,True
303,Mariusz Stępiński,Korona Kielce,Napastnik,13%,2.3,,4,WID (W),79,0,0,0,0,0,3,True
303,Mariusz Stępiński,Korona Kielce,Napastnik,13%,2.3,,5,MOT (D),90,1,0,0,0,0,6,True
303,Mariusz Stępiński,Korona Kielce,Napastnik,13%,2.3,,6,WPŁ (W),75,1,0,0,0,0,7,True
303,Mariusz Stępiński,Korona Kielce,Napastnik,13%,2.3,,7,WIS (D),67,0,0,0,0,0,2,True
303,Mariusz Stępiński,Korona Kielce,Napastnik,13%,2.3,,8,GÓR (D),0,0,0,0,0,0,0,False
303,Mariusz Stępiński,Korona Kielce,Napastnik,13%,2.3,,8,ŚLA (W),0,0,0,0,0,0,0,False
