player_id,name,captain_count,captain_pct
765,Imaz,7,26.9%
480,Nowak,5,19.2%
2205,Pululu,4,15.4%
2671,Czubak,4,15.4%
2476,Braut Brunes,3,11.5%
2423,N&#039;Diaye,2,7.7%
303,Stępiński,1,3.8%
