player_id,name,position,in_squad_count,in_starting_count,captain_count,squad_pct,starting_pct,captain_pct
480,Nowak,3,25,24,5,96.2%,92.3%,19.2%
2234,Gholizadeh,3,20,19,1,76.9%,73.1%,3.8%
2671,Czubak,4,19,19,3,73.1%,73.1%,11.5%
2423,N&#039;Diaye,,19,18,1,73.1%,69.2%,3.8%
2205,Pululu,4,19,18,5,73.1%,69.2%,19.2%
860,Długosz,2,18,18,0,69.2%,69.2%,0.0%
2560,Ciszek,,18,0,0,69.2%,0.0%,0.0%
765,Imaz,3,15,15,9,57.7%,57.7%,34.6%
2476,Braut Brunes,4,13,13,1,50.0%,50.0%,3.8%
2598,Matysek,,13,0,0,50.0%,0.0%,0.0%
951,Jędrych,2,13,12,0,50.0%,46.2%,0.0%
2123,Gurgul,2,11,11,0,42.3%,42.3%,0.0%
2562,Mazurek,3,9,7,0,34.6%,26.9%,0.0%
303,Stępiński,4,8,8,0,30.8%,30.8%,0.0%
827,Grzybek,2,8,2,0,30.8%,7.7%,0.0%
563,Wasielewski,2,7,6,0,26.9%,23.1%,0.0%
1540,Wojtuszek,2,6,6,0,23.1%,23.1%,0.0%
130,Burić,1,6,5,0,23.1%,19.2%,0.0%
2608,Vereshchak,,5,0,0,19.2%,0.0%,0.0%
1795,Abramowicz,1,5,5,0,19.2%,19.2%,0.0%
1363,Wdowik,2,4,4,0,15.4%,15.4%,0.0%
1757,Mrozek,1,4,4,0,15.4%,15.4%,0.0%
2747,Vallejo,3,4,4,0,15.4%,15.4%,0.0%
1192,Janža,2,4,3,0,15.4%,11.5%,0.0%
2411,Bobček,4,4,3,0,15.4%,11.5%,0.0%
2366,Golonka,,4,0,0,15.4%,0.0%,0.0%
2481,Hasić,3,4,4,0,15.4%,15.4%,0.0%
2736,Popielec,3,3,1,0,11.5%,3.8%,0.0%
1853,Racovițan,2,3,2,0,11.5%,7.7%,0.0%
2530,Lewandowski,,3,0,0,11.5%,0.0%,0.0%
2110,Mena,,3,2,0,11.5%,7.7%,0.0%
2424,Wolski,3,3,3,0,11.5%,11.5%,0.0%
1400,Dziekoński,1,3,3,0,11.5%,11.5%,0.0%
2817,Kornvig,3,3,3,0,11.5%,11.5%,0.0%
2676,Twumasi,,3,1,0,11.5%,3.8%,0.0%
1569,Wójcik,2,3,2,0,11.5%,7.7%,0.0%
774,Bergier,4,2,2,0,7.7%,7.7%,0.0%
2053,Madejski,1,2,2,0,7.7%,7.7%,0.0%
2367,Mońka,2,2,2,0,7.7%,7.7%,0.0%
701,Kun,,2,1,0,7.7%,3.8%,0.0%
2406,Chłań,3,2,2,0,7.7%,7.7%,0.0%
2829,Urbański,,2,0,0,7.7%,0.0%,0.0%
2790,Kaczorowski,,2,0,0,7.7%,0.0%,0.0%
2643,Zając,,2,0,0,7.7%,0.0%,0.0%
2552,Sotiríou,2,2,2,0,7.7%,7.7%,0.0%
2281,Kerk,3,2,2,0,7.7%,7.7%,0.0%
2741,Peškovič,,2,0,0,7.7%,0.0%,0.0%
2450,Brkić,1,2,2,0,7.7%,7.7%,0.0%
1280,Michalski,2,2,2,0,7.7%,7.7%,0.0%
1475,Ishak,4,2,2,1,7.7%,7.7%,3.8%
1010,Félix Garcia,,2,1,0,7.7%,3.8%,0.0%
2753,Šutalo,2,2,1,0,7.7%,3.8%,0.0%
2679,Mukairu,3,1,1,0,3.8%,3.8%,0.0%
2789,Kokosiński,,1,0,0,3.8%,0.0%,0.0%
2800,Cheng,,1,0,0,3.8%,0.0%,0.0%
2779,Jurić,,1,0,0,3.8%,0.0%,0.0%
2444,Krajewski,2,1,1,0,3.8%,3.8%,0.0%
1573,Milić,2,1,1,0,3.8%,3.8%,0.0%
2806,Durdov,,1,0,0,3.8%,0.0%,0.0%
2114,Burek,,1,0,0,3.8%,0.0%,0.0%
1928,Svarnas,,1,0,0,3.8%,0.0%,0.0%
2805,Hindrich,1,1,1,0,3.8%,3.8%,0.0%
2767,Agnero,4,1,1,0,3.8%,3.8%,0.0%
2786,Bałabuch,,1,0,0,3.8%,0.0%,0.0%
2595,Polak,,1,0,0,3.8%,0.0%,0.0%
1909,Adamski,,1,0,0,3.8%,0.0%,0.0%
2696,Głowiński,,1,0,0,3.8%,0.0%,0.0%
2071,Koútris,2,1,1,0,3.8%,3.8%,0.0%
2280,Ulvestad,3,1,1,0,3.8%,3.8%,0.0%
2384,Galán,2,1,1,0,3.8%,3.8%,0.0%
1625,Rusyn,,1,0,0,3.8%,0.0%,0.0%
2733,Palma,3,1,1,0,3.8%,3.8%,0.0%
1411,Leszczyński,1,1,1,0,3.8%,3.8%,0.0%
773,Scalet,,1,0,0,3.8%,0.0%,0.0%
2016,Lewicki,,1,0,0,3.8%,0.0%,0.0%
184,Wolski,3,1,1,0,3.8%,3.8%,0.0%
2286,Cojocaru,1,1,1,0,3.8%,3.8%,0.0%
2475,Grzejszczak,,1,0,0,3.8%,0.0%,0.0%
2287,Zych,1,1,1,0,3.8%,3.8%,0.0%
1299,Carlos,2,1,1,0,3.8%,3.8%,0.0%
2827,Ligocki,,1,0,0,3.8%,0.0%,0.0%
2659,Łubik,1,1,1,0,3.8%,3.8%,0.0%
2768,Čolak,,1,0,0,3.8%,0.0%,0.0%
1712,Pereira,,1,0,0,3.8%,0.0%,0.0%
1812,Lokilo,3,1,1,0,3.8%,3.8%,0.0%
2735,Swatowski,,1,0,0,3.8%,0.0%,0.0%
2603,Kubiak,,1,0,0,3.8%,0.0%,0.0%
2698,Bengtsson,3,1,1,0,3.8%,3.8%,0.0%
2589,Dadaşov,4,1,1,0,3.8%,3.8%,0.0%
2316,Pruchniewski,,1,0,0,3.8%,0.0%,0.0%
2610,Navarro,,1,0,0,3.8%,0.0%,0.0%
2754,Klat,,1,0,0,3.8%,0.0%,0.0%
2751,Stanowski,,1,0,0,3.8%,0.0%,0.0%
1225,Grzesik,2,1,1,0,3.8%,3.8%,0.0%
1539,López,3,1,1,0,3.8%,3.8%,0.0%
2764,Sinkiewicz,,1,0,0,3.8%,0.0%,0.0%
994,Klemenz,,1,0,0,3.8%,0.0%,0.0%
2491,Wojciechowski,,1,0,0,3.8%,0.0%,0.0%
