player_id,name,captain_count,captain_pct
2881,Rodado,8,26.7%
480,Nowak,6,20.0%
1327,Urbański,3,10.0%
2498,Wålemark,2,6.7%
2880,Bozic,2,6.7%
303,Stępiński,1,3.3%
2733,Palma,1,3.3%
2943,González,1,3.3%
2719,Sanca,1,3.3%
1987,Sánchez,1,3.3%
1880,Szkurin,1,3.3%
765,Imaz,1,3.3%
1529,Fornalczyk,1,3.3%
1319,Wszołek,1,3.3%
