player_id,name,captain_count,captain_pct
480,Nowak,8,30.8%
2411,Bobček,6,23.1%
1475,Ishak,3,11.5%
2234,Gholizadeh,2,7.7%
2671,Czubak,2,7.7%
765,Imaz,2,7.7%
2205,Pululu,1,3.8%
2780,Ćirković,1,3.8%
2476,Braut Brunes,1,3.8%
