player_id,name,position,in_squad_count,in_starting_count,captain_count,squad_pct,starting_pct,captain_pct
480,Nowak,3,24,24,4,92.3%,92.3%,15.4%
2234,Gholizadeh,3,21,21,1,80.8%,80.8%,3.8%
2110,Mena,3,18,18,1,69.2%,69.2%,3.8%
2560,Ciszek,,18,2,0,69.2%,7.7%,0.0%
860,Długosz,2,17,17,0,65.4%,65.4%,0.0%
2205,Pululu,4,17,17,5,65.4%,65.4%,19.2%
2411,Bobček,4,17,17,5,65.4%,65.4%,19.2%
765,Imaz,3,14,14,5,53.8%,53.8%,19.2%
951,Jędrych,2,14,13,0,53.8%,50.0%,0.0%
2598,Matysek,,13,0,0,50.0%,0.0%,0.0%
2671,Czubak,4,12,12,3,46.2%,46.2%,11.5%
827,Grzybek,2,11,10,0,42.3%,38.5%,0.0%
303,Stępiński,4,11,11,2,42.3%,42.3%,7.7%
2123,Gurgul,2,9,8,0,34.6%,30.8%,0.0%
2423,N&#039;Diaye,,9,0,0,34.6%,0.0%,0.0%
2476,Braut Brunes,4,9,9,0,34.6%,34.6%,0.0%
1540,Wojtuszek,,7,5,0,26.9%,19.2%,0.0%
130,Burić,1,6,5,0,23.1%,19.2%,0.0%
2608,Vereshchak,,6,0,0,23.1%,0.0%,0.0%
790,Plach,1,6,6,0,23.1%,23.1%,0.0%
563,Wasielewski,2,6,5,0,23.1%,19.2%,0.0%
2562,Mazurek,3,6,6,0,23.1%,23.1%,0.0%
1299,Carlos,,5,2,0,19.2%,7.7%,0.0%
1010,Félix Garcia,3,5,5,0,19.2%,19.2%,0.0%
1795,Abramowicz,1,5,5,0,19.2%,19.2%,0.0%
2366,Golonka,,4,0,0,15.4%,0.0%,0.0%
1192,Janža,2,4,3,0,15.4%,11.5%,0.0%
1363,Wdowik,2,4,3,0,15.4%,11.5%,0.0%
2736,Popielec,,4,0,0,15.4%,0.0%,0.0%
1569,Wójcik,2,4,3,0,15.4%,11.5%,0.0%
2829,Urbański,,3,0,0,11.5%,0.0%,0.0%
2530,Lewandowski,,3,0,0,11.5%,0.0%,0.0%
1400,Dziekoński,1,3,3,0,11.5%,11.5%,0.0%
1757,Mrozek,1,3,3,0,11.5%,11.5%,0.0%
2676,Twumasi,2,3,2,0,11.5%,7.7%,0.0%
2481,Hasić,3,3,3,0,11.5%,11.5%,0.0%
2764,Sinkiewicz,,2,0,0,7.7%,0.0%,0.0%
2406,Chłań,3,2,2,0,7.7%,7.7%,0.0%
2016,Lewicki,2,2,2,0,7.7%,7.7%,0.0%
2753,Šutalo,,2,1,0,7.7%,3.8%,0.0%
1225,Grzesik,2,2,2,0,7.7%,7.7%,0.0%
2696,Głowiński,,2,0,0,7.7%,0.0%,0.0%
2483,Capita,3,2,1,0,7.7%,3.8%,0.0%
2280,Ulvestad,3,2,2,0,7.7%,7.7%,0.0%
2741,Peškovič,,2,0,0,7.7%,0.0%,0.0%
2643,Zając,,2,0,0,7.7%,0.0%,0.0%
2790,Kaczorowski,,2,0,0,7.7%,0.0%,0.0%
2698,Bengtsson,3,2,2,0,7.7%,7.7%,0.0%
2424,Wolski,3,2,2,0,7.7%,7.7%,0.0%
1853,Racovițan,2,1,1,0,3.8%,3.8%,0.0%
2789,Kokosiński,,1,0,0,3.8%,0.0%,0.0%
2287,Zych,1,1,1,0,3.8%,3.8%,0.0%
2281,Kerk,3,1,1,0,3.8%,3.8%,0.0%
2754,Klat,,1,0,0,3.8%,0.0%,0.0%
2751,Stanowski,,1,0,0,3.8%,0.0%,0.0%
2786,Bałabuch,,1,0,0,3.8%,0.0%,0.0%
2595,Polak,,1,0,0,3.8%,0.0%,0.0%
2114,Burek,,1,0,0,3.8%,0.0%,0.0%
1928,Svarnas,,1,0,0,3.8%,0.0%,0.0%
1747,Drapiński,,1,0,0,3.8%,0.0%,0.0%
2735,Swatowski,,1,0,0,3.8%,0.0%,0.0%
2779,Jurić,4,1,1,0,3.8%,3.8%,0.0%
1794,Grosicki,3,1,1,0,3.8%,3.8%,0.0%
2053,Madejski,1,1,1,0,3.8%,3.8%,0.0%
2823,Leszczyński,,1,0,0,3.8%,0.0%,0.0%
2071,Koútris,2,1,1,0,3.8%,3.8%,0.0%
2367,Mońka,2,1,1,0,3.8%,3.8%,0.0%
2826,Szabó,,1,0,0,3.8%,0.0%,0.0%
1539,López,3,1,1,0,3.8%,3.8%,0.0%
1475,Ishak,4,1,1,0,3.8%,3.8%,0.0%
1280,Michalski,2,1,1,0,3.8%,3.8%,0.0%
1411,Leszczyński,1,1,1,0,3.8%,3.8%,0.0%
