player_id,name,team,position,total_points,price,points_per_price,popularity_pct,stats_url,form,availability_status,xg_per90,shots_per90,shots_on_target_per90,key_passes_per90,crosses_per90,crosses_accurate_per90
1319,Paweł Wszołek,Legia Warszawa,Obrońca,34,2.1,16.19,48%,https://fantasy.ekstraklasa.org/player/1319,"[{'r': 1, 'pts': 11, 'p': True}, {'r': 2, 'pts': 7, 'p': True}, {'r': 3, 'pts': 2, 'p': True}, {'r': 4, 'pts': 14, 'p': True}]",,,,,,,
2431,Rúben Vinagre,Legia Warszawa,Obrońca,28,1.9,14.74,30%,https://fantasy.ekstraklasa.org/player/2431,"[{'r': 1, 'pts': 6, 'p': True}, {'r': 2, 'pts': 10, 'p': True}, {'r': 3, 'pts': 2, 'p': True}, {'r': 4, 'pts': 10, 'p': True}]",,,,,,,
1987,Jordi Sánchez,Wisła Kraków,Napastnik,27,1.9,14.21,39%,https://fantasy.ekstraklasa.org/player/1987,"[{'r': 1, 'pts': 8, 'p': True}, {'r': 2, 'pts': 11, 'p': True}, {'r': 3, 'pts': 8, 'p': True}, {'r': 4, 'pts': 0, 'p': False}]",,,,,,,
1092,Piotr Samiec-Talar,Śląsk Wrocław,Pomocnik,24,2.1,11.43,29%,https://fantasy.ekstraklasa.org/player/1092,"[{'r': 1, 'pts': 5, 'p': True}, {'r': 2, 'pts': 9, 'p': True}, {'r': 3, 'pts': 3, 'p': True}, {'r': 4, 'pts': 7, 'p': True}]",,,,,,,
923,Rafał Augustyniak,Legia Warszawa,Obrońca,23,1.8,12.78,5%,https://fantasy.ekstraklasa.org/player/923,"[{'r': 1, 'pts': 6, 'p': True}, {'r': 2, 'pts': 3, 'p': True}, {'r': 3, 'pts': 2, 'p': True}, {'r': 4, 'pts': 12, 'p': True}]",,,,,,,
1126,Kamil Piątkowski,Legia Warszawa,Obrońca,22,2.0,11.0,13%,https://fantasy.ekstraklasa.org/player/1126,"[{'r': 1, 'pts': 6, 'p': True}, {'r': 2, 'pts': 3, 'p': True}, {'r': 3, 'pts': 7, 'p': True}, {'r': 4, 'pts': 6, 'p': True}]",,,,,,,
1507,Łukasz Zjawiński,Legia Warszawa,Napastnik,22,2.2,10.0,27%,https://fantasy.ekstraklasa.org/player/1507,"[{'r': 1, 'pts': 3, 'p': True}, {'r': 2, 'pts': 8, 'p': True}, {'r': 3, 'pts': 6, 'p': True}, {'r': 4, 'pts': 5, 'p': True}]",,,,,,,
1521,Bartosz Kapustka,Legia Warszawa,Pomocnik,22,1.9,11.58,9%,https://fantasy.ekstraklasa.org/player/1521,"[{'r': 1, 'pts': 4, 'p': True}, {'r': 2, 'pts': 3, 'p': True}, {'r': 3, 'pts': 2, 'p': True}, {'r': 4, 'pts': 13, 'p': True}]",,,,,,,
2901,Tobias Christensen,Wieczysta Kraków,Pomocnik,22,1.8,12.22,1%,https://fantasy.ekstraklasa.org/player/2901,"[{'r': 1, 'pts': 1, 'p': True}, {'r': 2, 'pts': 1, 'p': True}, {'r': 4, 'pts': 20, 'p': True}]",,,,,,,
2577,Josip Ćorluka,Zagłębie Lubin,Obrońca,19,1.8,10.56,1%,https://fantasy.ekstraklasa.org/player/2577,"[{'r': 1, 'pts': 6, 'p': True}, {'r': 2, 'pts': 0, 'p': True}, {'r': 4, 'pts': 13, 'p': True}]",,,,,,,
2805,Otto Hindrich,Legia Warszawa,Bramkarz,19,1.9,10.0,33%,https://fantasy.ekstraklasa.org/player/2805,"[{'r': 1, 'pts': 8, 'p': True}, {'r': 2, 'pts': 3, 'p': True}, {'r': 3, 'pts': 2, 'p': True}, {'r': 4, 'pts': 6, 'p': True}]",,,,,,,
2679,Paul Mukairu,Pogoń Szczecin,Pomocnik,18,2.1,8.57,10%,https://fantasy.ekstraklasa.org/player/2679,"[{'r': 1, 'pts': 2, 'p': True}, {'r': 2, 'pts': 13, 'p': True}, {'r': 3, 'pts': 3, 'p': True}]",,,,,,,
2821,Attila Szalai,Pogoń Szczecin,Obrońca,18,1.9,9.47,5%,https://fantasy.ekstraklasa.org/player/2821,"[{'r': 1, 'pts': 2, 'p': True}, {'r': 2, 'pts': 6, 'p': True}, {'r': 3, 'pts': 10, 'p': True}]",,,,,,,
2880,Marko Bozic,Wisła Kraków,Pomocnik,18,1.9,9.47,26%,https://fantasy.ekstraklasa.org/player/2880,"[{'r': 1, 'pts': 8, 'p': True}, {'r': 2, 'pts': 7, 'p': True}, {'r': 3, 'pts': 3, 'p': True}, {'r': 4, 'pts': 0, 'p': False}]",,,,,,,
1931,Steve Kapuadi,Widzew Łódź,Obrońca,17,1.8,9.44,8%,https://fantasy.ekstraklasa.org/player/1931,"[{'r': 1, 'pts': 0, 'p': False}, {'r': 2, 'pts': 5, 'p': True}, {'r': 3, 'pts': 5, 'p': True}, {'r': 4, 'pts': 7, 'p': True}]",,,,,,,
2002,Léo Borges,Pogoń Szczecin,Obrońca,17,1.7,10.0,6%,https://fantasy.ekstraklasa.org/player/2002,"[{'r': 1, 'pts': 1, 'p': True}, {'r': 2, 'pts': 13, 'p': True}, {'r': 3, 'pts': 3, 'p': True}]",,,,,,,
2801,Bartłomiej Drągowski,Widzew Łódź,Bramkarz,17,1.8,9.44,21%,https://fantasy.ekstraklasa.org/player/2801,"[{'r': 1, 'pts': 2, 'p': True}, {'r': 2, 'pts': 5, 'p': True}, {'r': 3, 'pts': 8, 'p': True}, {'r': 4, 'pts': 2, 'p': True}]",,,,,,,
