player_id,name,captain_count,captain_pct
480,Nowak,7,23.3%
2498,Wålemark,4,13.3%
2917,Sayyadmanesh,4,13.3%
1880,Szkurin,4,13.3%
765,Imaz,3,10.0%
1987,Sánchez,3,10.0%
2939,Prelec,2,6.7%
1092,Samiec-Talar,1,3.3%
2767,Agnero,1,3.3%
2733,Palma,1,3.3%
